AGE,SMIN1,SMAX1,GLMIN,GLMAX,CRIMPTS,TOTCHPTS,XCRHISSR,NUMDEPEN,NOCOUNTS,DRUGMIN,MONSEX,WEAPON,NEWEDUC,ZONE,DISTRICT,DISPOSIT,CITIZEN,FISCAL_YEAR,OFFGUIDE,SENTTOT_actual,SENTTOT_predicted,residual,NEWRACE,POC
34.0,0.0,240.0,87.0,108.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,32,1,1.0,2024,7,24.0,56.18487907383423,-32.18487907383423,1.0,False
26.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,40,1,1.0,2024,7,121.0,91.39761230613973,29.602387693860265,1.0,False
33.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,86,1,1.0,2025,7,72.0,80.44925517585573,-8.449255175855725,2.0,True
51.0,60.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,6.0,D,62,1,1.0,2025,7,120.0,86.12879902832287,33.871200971677126,1.0,False
27.0,60.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,60,1,1.0,2023,7,97.0,87.74134693021159,9.258653069788409,2.0,True
44.0,0.0,240.0,87.0,108.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,19,1,1.0,2023,7,70.0,64.06197168161285,5.938028318387154,1.0,False
40.0,60.0,240.0,151.0,188.0,2.0,4.0,3.0,1.0,1,0,0.0,0,3.0,D,67,1,1.0,2022,7,96.0,111.68555598464314,-15.685555984643145,1.0,False
49.0,60.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,2,0,0.0,0,3.0,D,19,1,1.0,2021,7,84.0,83.08047592987944,0.9195240701205591,1.0,False
67.0,120.0,240.0,168.0,210.0,3.0,5.0,3.0,0.0,1,0,0.0,0,5.0,D,67,3,1.0,2023,7,168.0,153.69712898066845,14.302871019331548,1.0,False
29.0,0.0,60.0,10.0,16.0,0.0,0.0,1.0,3.0,1,0,0.0,0,3.0,C,43,1,1.0,2023,8,4.03,11.30697266423093,-7.27697266423093,1.0,False
41.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,42,1,1.0,2024,7,120.0,139.18426711500382,-19.18426711500382,3.0,True
31.0,180.0,360.0,600.0,600.0,0.0,0.0,1.0,2.0,2,0,0.0,0,6.0,D,66,1,1.0,2022,7,204.0,320.70690833287716,-116.70690833287716,1.0,False
75.0,60.0,240.0,168.0,210.0,0.0,0.0,1.0,0.0,4,0,0.0,0,6.0,D,53,3,1.0,2022,7,84.0,139.74098312732727,-55.74098312732727,1.0,False
29.0,0.0,240.0,57.0,71.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,41,1,1.0,2024,7,45.0,44.61007864521157,0.38992135478842727,3.0,True
27.0,60.0,240.0,121.0,151.0,0.0,0.0,1.0,0.0,4,0,0.0,0,3.0,D,13,1,1.0,2021,7,84.0,105.28120639024249,-21.281206390242488,1.0,False
60.0,120.0,240.0,120.0,120.0,1.0,1.0,1.0,0.0,1,0,0.0,0,3.0,D,3,1,1.0,2022,7,120.0,113.76563048582364,6.234369514176365,1.0,False
34.0,0.0,240.0,78.0,97.0,1.0,1.0,1.0,0.0,1,0,0.0,0,5.0,D,34,1,1.0,2022,7,80.0,67.85853862300667,12.141461376993334,1.0,False
52.0,60.0,240.0,87.0,108.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,57,1,1.0,2021,7,60.0,75.48230031232691,-15.482300312326913,1.0,False
39.0,0.0,120.0,57.0,71.0,3.0,3.0,2.0,0.0,1,0,0.0,0,6.0,D,10,1,1.0,2021,7,96.0,12.554752773877254,83.44524722612275,1.0,False
36.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,,1,0,0.0,0,6.0,D,19,1,1.0,2022,7,84.0,52.25076559429025,31.74923440570975,1.0,False
35.0,60.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,2,0,0.0,0,3.0,D,6,1,1.0,2024,7,85.0,83.55014809835413,1.4498519016458715,1.0,False
25.0,0.0,120.0,78.0,97.0,1.0,1.0,1.0,0.0,1,0,0.0,0,1.0,D,87,1,1.0,2025,7,72.0,47.63073740367705,24.369262596322947,1.0,False
37.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,1.0,D,48,1,1.0,2023,7,54.0,45.76439095995427,8.23560904004573,1.0,False
31.0,180.0,480.0,360.0,1680.0,3.0,3.0,2.0,0.0,4,0,0.0,0,3.0,D,6,1,1.0,2025,7,240.0,268.8399354139831,-28.839935413983085,1.0,False
57.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,3,0,0.0,0,3.0,D,13,1,1.0,2021,7,151.0,117.96327984495058,33.03672015504942,1.0,False
30.0,60.0,240.0,235.0,240.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,39,1,1.0,2022,7,240.0,218.7886854290196,21.21131457098039,1.0,False
44.0,0.0,240.0,51.0,63.0,1.0,1.0,1.0,2.0,1,0,0.0,0,5.0,D,3,1,1.0,2022,7,24.0,38.95523177038886,-14.955231770388863,1.0,False
50.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,8,1,1.0,2022,7,0.03,29.67624328677686,-29.64624328677686,1.0,False
23.0,0.0,120.0,60.0,60.0,0.0,0.0,1.0,1.0,2,0,0.0,0,3.0,D,51,1,1.0,2024,7,60.0,56.32558769903889,3.6744123009611087,1.0,False
33.0,0.0,240.0,151.0,188.0,3.0,3.0,2.0,0.0,1,0,0.0,0,3.0,D,0,1,1.0,2022,7,108.0,104.47365912190273,3.5263408780972725,1.0,False
62.0,60.0,240.0,121.0,151.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,47,1,1.0,2023,7,96.0,98.13498040987822,-2.1349804098782243,1.0,False
44.0,60.0,240.0,168.0,210.0,0.0,0.0,1.0,2.0,1,0,0.0,0,3.0,D,66,1,1.0,2023,7,216.0,121.41706686029977,94.58293313970023,1.0,False
35.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,42,1,1.0,2020,7,240.0,80.80478116116369,159.1952188388363,1.0,False
39.0,60.0,240.0,121.0,151.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,45,1,1.0,2024,7,110.0,93.57189632602326,16.428103673976736,1.0,False
60.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,66,1,1.0,2020,7,48.0,60.92584216174694,-12.925842161746942,1.0,False
62.0,60.0,240.0,262.0,327.0,0.0,0.0,1.0,0.0,2,0,0.0,0,5.0,D,42,1,1.0,2022,7,240.0,206.027214128728,33.97278587127201,3.0,True
38.0,0.0,120.0,12.0,18.0,0.0,0.0,1.0,2.0,1,0,0.0,0,3.0,C,40,1,1.0,2021,8,70.0,19.924695819615277,50.07530418038472,2.0,True
36.0,60.0,240.0,262.0,327.0,0.0,0.0,1.0,0.0,6,0,0.0,0,1.0,D,6,1,1.0,2024,7,120.0,206.8716195823374,-86.87161958233739,1.0,False
54.0,180.0,480.0,262.0,327.0,0.0,0.0,1.0,0.0,7,0,0.0,0,3.0,D,56,1,1.0,2020,7,262.0,255.7051704507803,6.294829549219713,1.0,False
39.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,87,1,1.0,2022,7,65.0,53.778146397485294,11.221853602514706,1.0,False
36.0,0.0,240.0,70.0,87.0,1.0,1.0,1.0,0.0,1,0,0.0,0,3.0,D,74,1,1.0,2025,7,36.0,55.13187174401863,-19.131871744018632,3.0,True
43.0,180.0,480.0,180.0,210.0,14.0,16.0,6.0,0.0,1,0,0.0,0,5.0,D,22,1,1.0,2023,7,180.0,193.3632672102853,-13.3632672102853,1.0,False
29.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,6.0,D,74,1,1.0,2025,7,42.0,49.547275424944225,-7.547275424944225,2.0,True
23.0,60.0,240.0,210.0,240.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,17,1,2.0,2020,7,121.0,129.24306957088805,-8.243069570888053,3.0,True
35.0,120.0,240.0,151.0,188.0,3.0,3.0,2.0,0.0,1,0,0.0,0,,D,48,1,1.0,2025,7,151.0,144.26544642639203,6.734553573607968,1.0,False
23.0,60.0,240.0,60.0,60.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,69,1,1.0,2020,7,60.0,56.933016338017396,3.0669836619826043,1.0,False
33.0,180.0,360.0,600.0,600.0,4.0,7.0,6.0,2.0,2,0,0.0,0,5.0,D,64,1,1.0,2020,7,300.0,470.61097800360574,-170.61097800360574,1.0,False
32.0,180.0,360.0,720.0,720.0,0.0,0.0,1.0,0.0,3,0,0.0,0,3.0,D,55,1,1.0,2024,7,240.0,442.5701952473721,-202.5701952473721,1.0,False
49.0,60.0,240.0,60.0,60.0,1.0,1.0,1.0,0.0,1,0,0.0,0,3.0,D,85,1,1.0,2020,7,87.0,68.08867970178878,18.911320298211223,3.0,True
42.0,60.0,240.0,70.0,87.0,3.0,3.0,2.0,0.0,1,0,0.0,0,1.0,D,61,1,1.0,2025,7,60.0,79.25693604532512,-19.25693604532512,1.0,False
26.0,60.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,22,1,1.0,2020,7,108.0,60.33542775854347,47.66457224145653,1.0,False
56.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,2.0,1,0,0.0,0,5.0,D,16,1,1.0,2022,7,36.0,55.17216700921398,-19.17216700921398,1.0,False
34.0,0.0,240.0,30.0,37.0,0.0,0.0,1.0,3.0,1,0,0.0,0,1.0,D,69,1,4.0,2023,7,30.0,31.410550754094984,-1.4105507540949844,3.0,True
55.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,9,1,1.0,2022,7,12.0,48.02305952077444,-36.02305952077444,1.0,False
29.0,0.0,240.0,135.0,168.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,40,1,1.0,2022,7,60.0,130.75655882311545,-70.75655882311545,1.0,False
25.0,60.0,240.0,87.0,108.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,7,1,1.0,2024,7,60.0,73.96916946054529,-13.969169460545288,2.0,True
26.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,89,1,2.0,2024,7,30.0,-4.727393985862826,34.727393985862825,1.0,False
39.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,40,1,1.0,2022,7,97.0,95.78445978530065,1.2155402146993453,1.0,False
29.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,37,1,1.0,2025,7,97.0,77.16418591620197,19.835814083798027,1.0,False
29.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,2.0,2,0,0.0,0,3.0,D,63,1,1.0,2024,7,144.0,156.43550426441732,-12.435504264417318,1.0,False
57.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,1.0,D,31,1,1.0,2024,7,97.0,55.18409354353486,41.81590645646514,1.0,False
37.0,60.0,240.0,210.0,240.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,45,1,1.0,2024,7,90.0,140.01080403676175,-50.010804036761755,2.0,True
57.0,60.0,240.0,121.0,151.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,17,1,1.0,2021,7,60.0,101.7526299459978,-41.752629945997796,1.0,False
78.0,120.0,240.0,120.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,88,1,1.0,2020,7,120.0,83.89719876288044,36.102801237119564,1.0,False
56.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,56,1,1.0,2020,7,210.0,99.24832185079107,110.75167814920893,1.0,False
43.0,60.0,240.0,135.0,168.0,0.0,0.0,1.0,0.0,2,0,0.0,0,5.0,D,74,3,1.0,2023,7,90.0,116.75025081872872,-26.750250818728716,6.0,False
25.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,1.0,1,0,1.0,0,1.0,D,45,1,1.0,2021,7,66.0,91.68013664123353,-25.68013664123353,1.0,False
65.0,60.0,480.0,121.0,151.0,0.0,0.0,1.0,2.0,1,0,0.0,0,3.0,D,47,1,1.0,2021,7,72.0,98.46646110737953,-26.46646110737953,1.0,False
33.0,0.0,240.0,63.0,78.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,80,1,1.0,2021,7,60.0,26.546724382081482,33.45327561791852,1.0,False
48.0,120.0,240.0,120.0,137.0,10.0,12.0,5.0,0.0,1,0,0.0,0,5.0,D,22,1,1.0,2023,7,120.0,118.4909094601008,1.509090539899205,1.0,False
49.0,120.0,240.0,188.0,235.0,3.0,3.0,2.0,0.0,1,0,0.0,0,3.0,D,20,1,1.0,2021,7,228.0,158.45693638256884,69.54306361743116,1.0,False
46.0,120.0,240.0,120.0,135.0,1.0,3.0,2.0,0.0,1,0,0.0,0,1.0,D,65,1,1.0,2021,7,120.0,121.9155534405798,-1.9155534405797994,1.0,False
65.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,6.0,D,30,1,1.0,2022,7,70.0,51.7090664560362,18.290933543963803,1.0,False
47.0,120.0,240.0,151.0,188.0,3.0,3.0,2.0,0.0,1,0,0.0,0,3.0,D,42,1,1.0,2021,7,151.0,162.9915297365926,-11.99152973659261,3.0,True
45.0,120.0,240.0,120.0,121.0,3.0,3.0,2.0,0.0,1,0,0.0,0,3.0,D,20,1,1.0,2025,7,120.0,105.50458326648385,14.495416733516151,1.0,False
48.0,60.0,240.0,63.0,78.0,0.0,0.0,1.0,0.0,2,0,0.0,0,5.0,D,47,1,1.0,2021,7,66.0,75.34064862336982,-9.340648623369816,1.0,False
40.0,120.0,240.0,120.0,120.0,3.0,3.0,2.0,0.0,1,0,0.0,0,3.0,D,81,1,1.0,2024,7,120.0,117.29991748508607,2.7000825149139303,1.0,False
39.0,0.0,240.0,51.0,63.0,3.0,5.0,3.0,0.0,1,0,0.0,0,3.0,D,72,1,1.0,2022,7,44.0,51.44121589210155,-7.441215892101553,1.0,False
29.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,35,1,3.0,2025,7,48.0,49.71510651458146,-1.715106514581457,6.0,False
54.0,120.0,240.0,120.0,135.0,3.0,3.0,2.0,0.0,2,0,0.0,0,3.0,D,68,1,1.0,2025,7,120.0,148.94386942701124,-28.943869427011236,1.0,False
50.0,120.0,240.0,120.0,120.0,2.0,2.0,2.0,0.0,1,0,0.0,0,5.0,D,1,1,1.0,2021,7,120.0,117.24334620765929,2.756653792340714,1.0,False
63.0,0.0,120.0,180.0,188.0,3.0,3.0,2.0,0.0,2,0,0.0,0,3.0,D,56,1,1.0,2023,7,180.0,148.2423954323514,31.7576045676486,1.0,False
42.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,67,1,1.0,2024,7,87.0,104.48068924441402,-17.480689244414023,1.0,False
21.0,180.0,360.0,600.0,600.0,0.0,0.0,1.0,0.0,2,0,0.0,0,1.0,D,85,1,1.0,2025,7,240.0,364.8715786090942,-124.87157860909417,1.0,False
47.0,60.0,240.0,121.0,151.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,49,1,1.0,2024,7,151.0,105.95515407181615,45.04484592818385,1.0,False
33.0,0.0,240.0,51.0,63.0,0.0,0.0,1.0,3.0,1,0,0.0,0,3.0,D,87,1,1.0,2025,7,51.0,45.83385098505009,5.166149014949909,6.0,False
36.0,0.0,240.0,78.0,97.0,1.0,1.0,1.0,0.0,1,0,0.0,0,3.0,D,73,1,1.0,2025,7,60.0,48.367838293488056,11.632161706511944,6.0,False
43.0,120.0,240.0,120.0,135.0,4.0,4.0,3.0,0.0,1,0,0.0,0,3.0,D,3,1,1.0,2025,7,120.0,121.18275011300938,-1.1827501130093765,1.0,False
55.0,60.0,240.0,108.0,135.0,0.0,0.0,1.0,0.0,1,0,0.0,0,6.0,D,39,1,1.0,2024,7,120.0,122.46055125563369,-2.460551255633689,1.0,False
26.0,60.0,240.0,151.0,188.0,1.0,1.0,1.0,0.0,1,0,0.0,0,1.0,D,39,1,1.0,2023,7,188.0,150.19971821487889,37.800281785121115,3.0,True
34.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,30,1,1.0,2023,7,60.0,109.10590269277365,-49.105902692773654,1.0,False
43.0,60.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,45,1,1.0,2021,7,60.0,74.84168236477761,-14.841682364777611,2.0,True
33.0,180.0,480.0,960.0,960.0,6.0,8.0,4.0,0.0,2,0,0.0,0,5.0,D,26,1,1.0,2023,7,960.0,781.9662830797171,178.03371692028293,3.0,True
61.0,120.0,240.0,210.0,240.0,3.0,5.0,3.0,0.0,1,0,0.0,0,3.0,D,67,1,1.0,2022,7,156.0,168.89868818291598,-12.898688182915976,1.0,False
73.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,6.0,D,43,1,1.0,2024,7,48.0,70.47626289360798,-22.47626289360798,1.0,False
41.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,1.0,1,0,0.0,0,3.0,D,56,1,1.0,2020,7,108.0,99.32455516666666,8.675444833333344,1.0,False
45.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,22,1,1.0,2025,7,150.0,84.79146080569932,65.20853919430068,1.0,False
46.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,1.0,1,0,0.0,0,3.0,D,7,1,1.0,2022,7,84.0,82.68827413079829,1.3117258692017089,1.0,False
32.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,3.0,1,0,0.0,0,3.0,D,28,1,1.0,2022,7,60.0,100.95419707581583,-40.95419707581583,1.0,False
28.0,60.0,240.0,324.0,405.0,0.0,0.0,1.0,0.0,2,0,0.0,0,3.0,D,71,2,1.0,2021,7,144.0,143.4230717104129,0.5769282895871015,1.0,False
61.0,60.0,240.0,168.0,210.0,3.0,3.0,2.0,0.0,1,0,0.0,0,5.0,D,25,1,1.0,2021,7,84.0,131.96205870355186,-47.96205870355186,1.0,False
34.0,120.0,240.0,120.0,121.0,3.0,5.0,3.0,0.0,1,0,0.0,0,3.0,D,31,1,1.0,2023,7,120.0,123.18397554656869,-3.183975546568689,1.0,False
21.0,60.0,240.0,210.0,240.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,67,1,1.0,2023,7,96.0,122.7055207065037,-26.705520706503705,3.0,True
39.0,180.0,480.0,262.0,327.0,8.0,9.0,5.0,0.0,1,0,0.0,0,1.0,D,7,1,1.0,2024,7,192.0,253.75966067521648,-61.75966067521648,1.0,False
40.0,0.0,60.0,12.0,18.0,2.0,2.0,1.0,8.0,27,0,0.0,0,3.0,C,72,1,2.0,2023,8,15.0,15.624632106198533,-0.6246321061985327,3.0,True
54.0,60.0,240.0,121.0,151.0,0.0,0.0,1.0,1.0,1,0,0.0,0,6.0,D,78,1,1.0,2023,7,60.0,83.80278439599174,-23.802784395991736,1.0,False
32.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,6.0,D,30,4,1.0,2021,7,84.0,80.10100977601935,3.898990223980647,1.0,False
51.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,1,0,0.0,0,6.0,D,62,1,1.0,2023,7,144.0,105.37889960979145,38.621100390208554,1.0,False
29.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,62,1,1.0,2020,7,24.0,62.48842488352083,-38.48842488352083,1.0,False
40.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,2.0,1,0,0.0,0,5.0,D,70,1,1.0,2021,7,90.0,103.59491086475734,-13.594910864757338,1.0,False
63.0,60.0,240.0,168.0,210.0,0.0,0.0,1.0,1.0,4,0,0.0,0,5.0,D,52,3,1.0,2023,7,100.0,142.3086685045175,-42.3086685045175,1.0,False
39.0,60.0,240.0,168.0,210.0,2.0,2.0,2.0,0.0,1,0,0.0,0,5.0,D,63,1,1.0,2022,7,142.0,163.08497677083395,-21.084976770833947,1.0,False
43.0,120.0,240.0,120.0,137.0,6.0,8.0,4.0,0.0,1,0,0.0,0,1.0,D,22,1,1.0,2023,7,120.0,118.59980341157441,1.4001965884255867,1.0,False
46.0,0.0,120.0,63.0,78.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,53,3,1.0,2025,7,63.0,50.451660681833125,12.548339318166875,1.0,False
41.0,60.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,2,0,0.0,0,5.0,D,45,1,1.0,2022,7,120.0,69.63089339032265,50.369106609677345,1.0,False
45.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,1.0,1,0,0.0,0,1.0,D,30,1,1.0,2025,7,151.0,115.27720612773335,35.72279387226665,1.0,False
46.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,1.0,1,0,0.0,0,6.0,D,46,1,1.0,2022,7,72.0,93.24302789497449,-21.24302789497449,1.0,False
65.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,88,1,1.0,2021,7,48.0,42.97515629072257,5.024843709277427,1.0,False
41.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,1.0,D,43,1,1.0,2023,7,78.0,58.770449229314096,19.229550770685904,1.0,False
22.0,60.0,240.0,60.0,60.0,0.0,0.0,1.0,0.0,1,0,0.0,0,1.0,D,85,1,1.0,2023,7,66.0,60.24615217499901,5.753847825000989,6.0,False
22.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,1.0,3,0,0.0,0,3.0,D,48,1,1.0,2025,7,90.0,55.31279432038688,34.68720567961312,1.0,False
24.0,60.0,240.0,210.0,240.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,83,1,1.0,2024,7,160.0,173.74249583108258,-13.742495831082579,1.0,False
34.0,120.0,240.0,121.0,151.0,2.0,2.0,2.0,0.0,1,0,0.0,0,3.0,D,86,1,1.0,2024,7,120.0,124.85872336939708,-4.858723369397083,6.0,False
31.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,6.0,D,5,1,1.0,2024,7,24.0,43.676264807194066,-19.676264807194066,3.0,True
53.0,0.0,9996.0,21.0,27.0,3.0,3.0,2.0,3.0,1,0,0.0,0,1.0,D,32,1,1.0,2023,8,130.0,130.72060698699613,-0.7206069869961311,2.0,True
40.0,180.0,360.0,720.0,720.0,0.0,0.0,1.0,1.0,3,0,0.0,0,5.0,D,16,1,1.0,2025,7,360.0,403.1994666604193,-43.19946666041932,1.0,False
43.0,0.0,240.0,51.0,63.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,30,1,1.0,2023,7,30.0,46.138014551203476,-16.138014551203476,1.0,False
52.0,60.0,240.0,168.0,210.0,0.0,0.0,1.0,0.0,2,0,0.0,1,5.0,D,65,1,1.0,2024,7,140.0,132.8076674595659,7.1923325404341085,1.0,False
57.0,60.0,240.0,108.0,135.0,3.0,3.0,2.0,0.0,2,0,0.0,0,3.0,D,6,1,1.0,2020,7,60.0,94.88809218926095,-34.888092189260945,1.0,False
63.0,60.0,240.0,121.0,151.0,0.0,0.0,1.0,1.0,4,0,0.0,0,1.0,D,15,1,1.0,2023,7,96.0,111.37643284518151,-15.376432845181512,1.0,False
28.0,0.0,60.0,41.0,51.0,3.0,3.0,2.0,3.0,12,0,1.0,0,3.0,D,53,1,1.0,2020,8,36.0,71.47448600031142,-35.474486000311416,1.0,False
39.0,0.0,240.0,41.0,51.0,0.0,0.0,1.0,,1,0,0.0,0,3.0,D,74,1,1.0,2025,7,33.0,36.95007086690206,-3.9500708669020597,3.0,True
24.0,60.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,6,0,0.0,0,5.0,D,41,1,1.0,2023,7,121.0,89.52521180170672,31.474788198293282,3.0,True
49.0,0.0,60.0,30.0,37.0,12.0,12.0,5.0,2.0,2,0,0.0,0,5.0,D,56,1,1.0,2025,8,34.0,49.90452797863578,-15.904527978635777,2.0,True
58.0,60.0,240.0,240.0,240.0,0.0,0.0,1.0,1.0,1,0,0.0,0,5.0,D,41,1,1.0,2022,7,240.0,189.29866090545127,50.70133909454873,1.0,False
24.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,73,1,3.0,2022,7,48.0,34.63989714648358,13.360102853516423,3.0,True
43.0,0.0,60.0,24.0,30.0,0.0,0.0,1.0,1.0,2,0,0.0,0,3.0,D,43,1,1.0,2023,8,26.0,32.256129056507255,-6.256129056507255,1.0,False
42.0,60.0,240.0,135.0,168.0,9.0,9.0,4.0,1.0,1,0,0.0,0,5.0,D,67,1,1.0,2023,7,84.0,110.27453187606596,-26.274531876065964,1.0,False
31.0,0.0,120.0,120.0,120.0,0.0,0.0,1.0,1.0,1,0,0.0,0,6.0,D,48,1,1.0,2022,7,100.0,82.86097110709035,17.13902889290965,1.0,False
23.0,0.0,120.0,84.0,105.0,9.0,11.0,5.0,0.0,2,0,0.0,0,3.0,D,22,1,1.0,2021,7,60.0,61.283251156272776,-1.283251156272776,1.0,False
52.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,1.0,D,71,1,3.0,2025,7,108.0,58.533086314775915,49.466913685224085,3.0,True
44.0,0.0,240.0,97.0,121.0,3.0,5.0,3.0,0.0,1,0,0.0,0,3.0,D,76,1,1.0,2022,7,78.0,70.22374486695912,7.776255133040877,1.0,False
23.0,60.0,240.0,240.0,240.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,39,1,1.0,2025,7,216.0,218.89223129743573,-2.8922312974357283,3.0,True
40.0,60.0,240.0,121.0,151.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,36,1,1.0,2024,7,121.0,106.46899903533127,14.531000964668735,1.0,False
46.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,1,1,1.0,2020,7,78.0,43.63023343010979,34.36976656989021,1.0,False
65.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,63,1,1.0,2023,7,132.0,128.20892241701495,3.7910775829850536,1.0,False
51.0,60.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,32,1,1.0,2021,7,60.0,67.59160074635585,-7.5916007463558515,3.0,True
46.0,60.0,240.0,240.0,240.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,55,1,1.0,2024,7,194.0,176.80041450440893,17.199585495591066,1.0,False
59.0,180.0,480.0,180.0,188.0,1.0,1.0,1.0,0.0,1,0,0.0,0,1.0,D,19,1,1.0,2021,7,180.0,183.26906379379471,-3.2690637937947145,1.0,False
41.0,60.0,240.0,210.0,240.0,11.0,11.0,5.0,1.0,1,0,0.0,0,1.0,D,30,1,1.0,2022,7,210.0,179.42739655958403,30.572603440415975,1.0,False
