AGE,SMIN1,SMAX1,GLMIN,GLMAX,CRIMPTS,TOTCHPTS,XCRHISSR,NUMDEPEN,NOCOUNTS,DRUGMIN,MONSEX,WEAPON,NEWEDUC,ZONE,DISTRICT,DISPOSIT,CITIZEN,FISCAL_YEAR,OFFGUIDE,SENTTOT_actual,SENTTOT_predicted,residual,NEWRACE,POC
33.0,60.0,240.0,210.0,262.0,0.0,0.0,1.0,0.0,2,0,0.0,0,3.0,D,66,1,1.0,2022,7,210.0,136.90842923665588,73.09157076334412,1.0,False
60.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,1.0,1,0,0.0,0,5.0,D,89,1,1.0,2024,7,69.0,32.17268466431083,36.82731533568917,1.0,False
30.0,0.0,240.0,63.0,78.0,0.0,0.0,1.0,0.0,2,0,0.0,0,3.0,D,56,1,1.0,2023,7,48.0,55.84336928836015,-7.843369288360151,1.0,False
41.0,60.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,2,0,0.0,0,6.0,D,48,1,1.0,2025,7,96.0,83.03834381411642,12.961656185883584,1.0,False
33.0,60.0,240.0,240.0,240.0,1.0,1.0,1.0,0.0,1,0,0.0,0,3.0,D,63,1,1.0,2021,7,240.0,185.62592177087268,54.37407822912732,1.0,False
25.0,0.0,240.0,135.0,168.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,55,1,1.0,2025,7,48.0,94.64278946717499,-46.64278946717499,1.0,False
20.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,31,1,3.0,2025,7,121.0,54.11863967409179,66.88136032590822,3.0,True
32.0,60.0,240.0,240.0,240.0,10.0,10.0,5.0,0.0,1,0,0.0,0,3.0,D,14,1,1.0,2021,7,210.0,185.2737314661239,24.726268533876095,1.0,False
53.0,0.0,60.0,33.0,41.0,3.0,3.0,2.0,3.0,1,0,0.0,0,3.0,D,57,1,1.0,2021,8,24.0,35.59825091326501,-11.598250913265012,1.0,False
38.0,0.0,240.0,121.0,151.0,0.0,0.0,1.0,2.0,1,0,0.0,0,5.0,D,40,1,1.0,2025,7,97.0,128.78293312294355,-31.782933122943547,6.0,False
41.0,180.0,480.0,180.0,180.0,3.0,3.0,2.0,0.0,1,0,0.0,0,3.0,D,18,1,1.0,2022,7,180.0,180.9537754130042,-0.9537754130041947,1.0,False
29.0,60.0,240.0,210.0,262.0,0.0,0.0,1.0,0.0,2,0,0.0,0,5.0,D,43,1,1.0,2024,7,168.0,151.26973068342238,16.73026931657762,1.0,False
50.0,60.0,240.0,151.0,188.0,1.0,1.0,1.0,0.0,1,0,0.0,0,3.0,D,15,1,1.0,2022,7,120.0,110.24212909487046,9.757870905129536,1.0,False
49.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,12,0,0.0,0,5.0,D,17,1,1.0,2025,7,151.0,160.5537681721329,-9.55376817213289,1.0,False
30.0,0.0,240.0,87.0,108.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,70,1,1.0,2025,7,45.0,61.58982518285313,-16.589825182853133,1.0,False
60.0,0.0,240.0,41.0,51.0,3.0,3.0,2.0,0.0,1,0,0.0,0,5.0,D,73,1,1.0,2021,7,41.0,40.04208805832408,0.957911941675917,1.0,False
52.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,1.0,1,0,0.0,0,5.0,D,63,1,1.0,2025,7,84.0,130.4637112229681,-46.4637112229681,1.0,False
57.0,0.0,240.0,87.0,108.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,15,1,1.0,2020,7,87.0,60.97447538711347,26.025524612886528,1.0,False
68.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,63,1,1.0,2020,7,132.0,120.41742976670488,11.582570233295115,1.0,False
31.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,41,1,1.0,2022,7,97.0,69.21948551493672,27.78051448506328,1.0,False
43.0,120.0,240.0,120.0,121.0,6.0,6.0,3.0,0.0,1,0,0.0,0,3.0,D,71,1,1.0,2024,7,120.0,118.6756570606611,1.324342939338905,3.0,True
44.0,180.0,480.0,180.0,180.0,,,4.0,,1,0,0.0,0,,D,15,1,1.0,2025,7,180.0,181.15037423764028,-1.1503742376402784,1.0,False
39.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,3.0,3,0,0.0,0,5.0,D,30,1,1.0,2022,7,138.0,134.4380453230995,3.5619546769005126,1.0,False
52.0,60.0,240.0,87.0,108.0,1.0,1.0,1.0,1.0,1,0,0.0,0,6.0,D,40,1,1.0,2022,7,100.0,95.0439115397853,4.956088460214701,1.0,False
23.0,0.0,120.0,30.0,37.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,42,1,1.0,2022,7,23.85,40.028853926825754,-16.178853926825752,2.0,True
46.0,60.0,240.0,63.0,78.0,,,1.0,,1,0,0.0,0,,D,80,1,1.0,2024,7,66.0,56.34230413683576,9.657695863164243,,False
37.0,180.0,480.0,360.0,660.0,4.0,5.0,3.0,0.0,2,0,0.0,0,3.0,D,66,1,1.0,2025,7,360.0,264.75995672441087,95.24004327558913,1.0,False
38.0,60.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,2,0,0.0,0,3.0,D,1,1,1.0,2025,7,60.0,69.72662463236648,-9.72662463236648,1.0,False
29.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,2,0,0.0,0,6.0,D,65,1,1.0,2025,7,97.0,107.84454458327691,-10.844544583276914,1.0,False
40.0,60.0,240.0,121.0,151.0,0.0,0.0,1.0,1.0,1,0,0.0,0,6.0,D,67,1,3.0,2025,7,151.0,96.28058793014762,54.71941206985238,3.0,True
39.0,60.0,240.0,210.0,240.0,0.0,0.0,1.0,3.0,1,0,0.0,0,3.0,D,37,1,1.0,2023,7,210.0,154.84925947345803,55.150740526541966,1.0,False
22.0,0.0,60.0,12.0,18.0,0.0,0.0,1.0,1.0,1,0,0.0,0,3.0,C,17,1,1.0,2020,8,1.97,0.8941215258275669,1.0758784741724332,6.0,False
23.0,120.0,240.0,121.0,151.0,3.0,5.0,3.0,0.0,1,0,0.0,0,3.0,D,88,1,1.0,2020,7,96.0,97.55542708510178,-1.5554270851017833,1.0,False
55.0,60.0,240.0,188.0,235.0,4.0,4.0,3.0,0.0,1,0,0.0,0,3.0,D,63,1,1.0,2020,7,188.0,160.304260202864,27.695739797136014,1.0,False
23.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,1,0,1.0,0,5.0,D,29,1,1.0,2022,7,90.0,81.1781908279056,8.821809172094405,1.0,False
73.0,60.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,6.0,D,7,1,1.0,2022,7,60.0,51.5801837323408,8.4198162676592,1.0,False
42.0,0.0,240.0,97.0,121.0,1.0,1.0,1.0,2.0,2,0,0.0,0,1.0,D,68,1,1.0,2021,7,97.0,76.62950828401414,20.370491715985864,1.0,False
38.0,60.0,240.0,135.0,168.0,0.0,0.0,1.0,0.0,3,0,0.0,0,6.0,D,30,1,1.0,2025,7,85.0,127.45027809850718,-42.450278098507184,2.0,True
35.0,60.0,240.0,78.0,97.0,0.0,0.0,1.0,4.0,1,0,0.0,0,5.0,D,48,1,1.0,2023,7,60.0,65.21270638692275,-5.212706386922747,1.0,False
60.0,60.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,29,1,1.0,2023,7,84.0,74.50197997806359,9.498020021936412,1.0,False
54.0,0.0,240.0,92.0,115.0,10.0,10.0,5.0,0.0,1,0,0.0,0,5.0,D,81,1,1.0,2025,7,24.0,79.91152366024947,-55.91152366024947,1.0,False
40.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,2.0,1,0,0.0,0,5.0,D,3,1,1.0,2021,7,42.0,55.96625035187432,-13.966250351874322,1.0,False
36.0,0.0,120.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,48,1,1.0,2023,7,36.0,45.76439095995427,-9.76439095995427,1.0,False
42.0,60.0,240.0,210.0,262.0,0.0,0.0,1.0,0.0,3,0,0.0,0,3.0,D,15,1,1.0,2024,7,96.0,155.73716554400121,-59.737165544001215,1.0,False
23.0,60.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,36,1,1.0,2024,7,72.0,77.20138006591348,-5.201380065913483,3.0,True
41.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,15,0,0.0,0,5.0,D,31,1,1.0,2024,7,180.0,133.7189382986423,46.281061701357686,1.0,False
40.0,60.0,240.0,78.0,97.0,3.0,3.0,2.0,0.0,1,0,0.0,0,5.0,D,23,1,1.0,2021,7,72.0,76.10686817975021,-4.106868179750208,1.0,False
53.0,0.0,120.0,51.0,63.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,62,1,1.0,2021,7,3.38,43.29674158295507,-39.91674158295507,1.0,False
59.0,180.0,480.0,180.0,180.0,3.0,3.0,2.0,0.0,3,0,0.0,0,6.0,D,30,1,1.0,2025,7,180.0,199.55142088427425,-19.55142088427425,1.0,False
55.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,33,1,1.0,2022,7,78.0,56.01803869690936,21.981961303090642,1.0,False
58.0,60.0,240.0,60.0,60.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,85,1,1.0,2022,7,84.0,67.22570905723502,16.774290942764978,1.0,False
37.0,0.0,120.0,30.0,37.0,1.0,1.0,1.0,1.0,2,0,0.0,0,3.0,D,42,1,2.0,2024,8,37.0,63.9358490401971,-26.9358490401971,3.0,True
23.0,180.0,360.0,210.0,262.0,1.0,1.0,1.0,0.0,2,0,0.0,0,3.0,D,56,1,1.0,2025,7,210.0,197.50381935315264,12.496180646847364,2.0,True
43.0,180.0,480.0,188.0,235.0,6.0,6.0,3.0,0.0,1,0,0.0,0,3.0,D,57,1,1.0,2022,7,180.0,196.2597591590832,-16.25975915908319,1.0,False
29.0,60.0,240.0,188.0,235.0,4.0,4.0,3.0,1.0,1,0,0.0,0,3.0,D,51,1,1.0,2020,7,150.0,139.4764490584726,10.52355094152739,1.0,False
63.0,180.0,480.0,292.0,365.0,3.0,3.0,2.0,0.0,1,0,0.0,0,6.0,D,80,1,1.0,2024,7,180.0,237.43905875144486,-57.43905875144486,1.0,False
28.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,73,1,1.0,2022,7,54.0,39.21711181421869,14.78288818578131,1.0,False
69.0,180.0,360.0,292.0,365.0,0.0,0.0,1.0,0.0,7,0,0.0,0,6.0,D,31,1,1.0,2023,7,336.0,277.956524262862,58.04347573713801,1.0,False
53.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,1.0,D,54,1,1.0,2021,7,12.03,51.237258085459175,-39.20725808545917,1.0,False
40.0,60.0,240.0,60.0,60.0,0.0,0.0,1.0,2.0,2,0,0.0,0,3.0,D,4,1,1.0,2023,7,60.0,73.915761574977,-13.915761574976997,3.0,True
22.0,60.0,240.0,235.0,240.0,1.0,3.0,2.0,0.0,1,0,0.0,0,5.0,D,52,1,1.0,2021,7,108.0,149.52665311502565,-41.52665311502565,1.0,False
21.0,0.0,240.0,97.0,121.0,1.0,1.0,1.0,0.0,1,0,0.0,0,5.0,D,47,1,1.0,2025,7,0.03,57.767610444419226,-57.737610444419225,1.0,False
59.0,120.0,240.0,120.0,120.0,3.0,3.0,2.0,0.0,1,0,0.0,0,3.0,D,83,1,1.0,2023,7,120.0,120.34120644678212,-0.34120644678212386,1.0,False
54.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,1.0,1,0,0.0,0,6.0,D,31,1,1.0,2024,7,48.0,54.88505197886526,-6.885051978865263,1.0,False
43.0,180.0,360.0,600.0,600.0,0.0,0.0,1.0,0.0,2,0,0.0,0,6.0,D,30,1,1.0,2024,7,600.0,336.51188872600846,263.48811127399154,1.0,False
53.0,60.0,240.0,63.0,78.0,0.0,0.0,1.0,1.0,1,0,1.0,0,6.0,D,52,1,1.0,2022,7,64.0,64.19257986603881,-0.1925798660388125,1.0,False
55.0,0.0,60.0,21.0,27.0,0.0,0.0,1.0,1.0,1,0,0.0,0,1.0,D,43,1,1.0,2022,8,2.0,20.24363542400902,-18.24363542400902,1.0,False
21.0,0.0,240.0,60.0,63.0,0.0,0.0,1.0,0.0,2,0,0.0,0,3.0,D,22,1,3.0,2024,7,60.0,49.32707150019129,10.672928499808712,3.0,True
54.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,1.0,1,0,0.0,0,5.0,D,65,1,1.0,2024,7,88.0,53.62298540445142,34.37701459554858,1.0,False
47.0,120.0,240.0,120.0,125.0,6.0,8.0,4.0,0.0,1,0,0.0,0,3.0,D,50,1,1.0,2023,7,125.0,120.56964276079313,4.43035723920687,1.0,False
62.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,6.0,D,73,1,1.0,2024,7,90.0,45.375214568578016,44.624785431421984,1.0,False
85.0,0.0,240.0,97.0,121.0,3.0,3.0,2.0,0.0,1,0,0.0,0,3.0,D,79,1,1.0,2025,7,45.0,11.36186026751582,33.63813973248418,1.0,False
32.0,60.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,90,1,1.0,2020,7,72.0,68.98016741737607,3.019832582623934,2.0,True
48.0,60.0,240.0,360.0,480.0,0.0,0.0,1.0,0.0,2,0,0.0,0,6.0,D,30,1,1.0,2025,7,480.0,258.03003544227164,221.96996455772836,1.0,False
43.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,2.0,1,0,0.0,0,6.0,D,4,1,1.0,2024,7,64.0,53.639863950298164,10.360136049701836,3.0,True
34.0,0.0,240.0,140.0,175.0,13.0,15.0,6.0,0.0,1,0,0.0,0,5.0,D,83,1,1.0,2023,7,96.0,108.78363650544591,-12.783636505445912,1.0,False
57.0,60.0,240.0,97.0,121.0,0.0,0.0,1.0,,2,0,0.0,0,5.0,D,19,1,1.0,2022,7,66.0,84.31507956452127,-18.31507956452127,1.0,False
50.0,0.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,2,0,0.0,0,6.0,D,31,1,1.0,2023,7,108.0,112.7840793695867,-4.784079369586706,1.0,False
68.0,0.0,60.0,33.0,41.0,0.0,0.0,1.0,1.0,1,0,0.0,0,6.0,D,12,1,2.0,2022,8,33.0,25.528831401046208,7.471168598953792,6.0,False
31.0,60.0,240.0,151.0,188.0,1.0,1.0,1.0,0.0,1,0,0.0,0,6.0,D,90,1,1.0,2025,7,108.0,96.77433668132821,11.225663318671792,3.0,True
43.0,180.0,480.0,180.0,210.0,3.0,5.0,3.0,0.0,2,0,0.0,0,3.0,D,74,3,1.0,2023,7,300.0,196.3126363017501,103.6873636982499,1.0,False
29.0,180.0,360.0,324.0,405.0,0.0,0.0,1.0,5.0,2,0,0.0,0,3.0,D,45,1,1.0,2024,7,192.0,264.27869731142033,-72.27869731142033,,False
58.0,180.0,480.0,235.0,293.0,9.0,11.0,5.0,0.0,2,0,0.0,0,3.0,D,6,1,1.0,2023,7,235.0,235.0290842110175,-0.029084211017504913,1.0,False
38.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,2.0,1,0,0.0,0,5.0,D,88,1,1.0,2023,7,24.0,53.939518456217165,-29.939518456217165,1.0,False
44.0,120.0,240.0,120.0,120.0,1.0,1.0,1.0,0.0,1,0,0.0,0,1.0,D,53,1,1.0,2025,7,120.0,121.60656135444226,-1.6065613544422632,1.0,False
41.0,0.0,240.0,87.0,108.0,0.0,0.0,1.0,0.0,1,0,1.0,0,3.0,D,10,1,1.0,2021,7,12.03,67.3506961207996,-55.320696120799596,1.0,False
51.0,120.0,240.0,120.0,137.0,10.0,10.0,5.0,0.0,1,0,0.0,0,5.0,D,53,1,1.0,2022,7,60.0,125.28032139339214,-65.28032139339214,1.0,False
28.0,60.0,240.0,70.0,87.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,15,1,1.0,2021,7,60.0,62.29797609281502,-2.29797609281502,1.0,False
41.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,2.0,1,0,0.0,0,5.0,D,47,1,1.0,2025,7,72.0,109.31851684116833,-37.31851684116833,1.0,False
35.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,1.0,1,0,0.0,0,5.0,D,81,1,1.0,2024,7,42.0,35.247546204833924,6.752453795166076,1.0,False
25.0,60.0,240.0,210.0,262.0,0.0,0.0,1.0,0.0,3,0,0.0,0,3.0,D,53,1,1.0,2023,7,96.0,144.44182062044302,-48.441820620443025,1.0,False
58.0,0.0,60.0,6.0,12.0,3.0,5.0,3.0,1.0,1,0,0.0,0,5.0,B,7,1,1.0,2021,8,0.03,-9.992153517065583,10.022153517065583,1.0,False
22.0,120.0,240.0,120.0,120.0,3.0,5.0,3.0,0.0,1,0,0.0,0,1.0,D,34,1,1.0,2020,7,120.0,123.23770293676981,-3.237702936769807,1.0,False
23.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,71,1,1.0,2021,7,96.0,80.08858047807253,15.91141952192747,3.0,True
62.0,60.0,240.0,78.0,97.0,0.0,0.0,1.0,1.0,2,0,0.0,0,1.0,D,41,1,3.0,2023,7,60.0,77.50963802014151,-17.50963802014151,3.0,True
38.0,180.0,360.0,262.0,327.0,0.0,0.0,1.0,2.0,2,0,0.0,0,3.0,D,31,1,1.0,2025,7,240.0,257.6103996309783,-17.610399630978293,3.0,True
46.0,180.0,480.0,180.0,180.0,3.0,5.0,3.0,2.0,1,0,0.0,0,6.0,D,55,1,1.0,2023,7,180.0,194.38551702056535,-14.385517020565345,1.0,False
32.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,62,1,1.0,2023,7,72.0,105.25807018013532,-33.25807018013532,1.0,False
61.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,30,1,1.0,2024,7,84.0,110.94581407663962,-26.94581407663962,1.0,False
39.0,120.0,240.0,120.0,121.0,4.0,4.0,3.0,1.0,1,0,0.0,0,3.0,D,3,1,1.0,2025,7,120.0,121.72756559117803,-1.7275655911780348,1.0,False
27.0,0.0,60.0,60.0,60.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,20,1,1.0,2025,7,24.0,22.559869030777485,1.4401309692225155,1.0,False
35.0,60.0,240.0,168.0,210.0,3.0,3.0,2.0,0.0,1,0,0.0,0,5.0,D,42,1,1.0,2020,7,108.0,155.1282898593431,-47.12828985934311,3.0,True
35.0,60.0,240.0,210.0,262.0,0.0,0.0,1.0,0.0,2,0,0.0,0,5.0,D,42,1,1.0,2024,7,300.0,192.11895876271342,107.88104123728658,1.0,False
62.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,2,1,1.0,2020,7,60.0,96.08781480653921,-36.087814806539214,1.0,False
31.0,60.0,240.0,121.0,151.0,0.0,0.0,1.0,1.0,1,0,0.0,0,3.0,D,56,1,1.0,2021,7,78.0,93.8719246774409,-15.871924677440902,2.0,True
31.0,120.0,240.0,120.0,120.0,3.0,3.0,2.0,0.0,1,0,0.0,0,5.0,D,73,1,1.0,2025,7,120.0,110.48412757901927,9.515872420980727,3.0,True
23.0,60.0,240.0,188.0,235.0,4.0,4.0,3.0,1.0,1,0,0.0,0,1.0,D,22,1,1.0,2022,7,96.0,117.80090981016546,-21.800909810165464,3.0,True
46.0,60.0,240.0,168.0,210.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,66,1,1.0,2025,7,84.0,124.8839462176122,-40.883946217612205,1.0,False
48.0,60.0,480.0,121.0,151.0,1.0,1.0,1.0,0.0,1,0,0.0,0,5.0,D,79,1,1.0,2022,7,144.0,102.86326344057562,41.13673655942438,1.0,False
50.0,60.0,240.0,151.0,188.0,1.0,1.0,1.0,0.0,1,0,0.0,0,6.0,D,8,1,1.0,2021,7,60.0,85.17025883224015,-25.17025883224015,6.0,False
56.0,120.0,240.0,168.0,210.0,3.0,5.0,3.0,2.0,1,0,0.0,0,5.0,D,6,1,1.0,2022,7,189.0,153.2988772541538,35.70112274584619,1.0,False
50.0,60.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,39,1,1.0,2024,7,120.0,102.55196180216404,17.448038197835956,1.0,False
48.0,0.0,60.0,10.0,16.0,0.0,0.0,1.0,1.0,1,0,0.0,0,1.0,C,56,1,1.0,2025,8,8.0,11.183851610271974,-3.183851610271974,2.0,True
46.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,1.0,1,0,0.0,0,6.0,D,83,1,1.0,2021,7,57.0,56.45029732649926,0.5497026735007395,1.0,False
40.0,60.0,240.0,108.0,135.0,0.0,0.0,1.0,0.0,1,0,0.0,0,1.0,D,55,1,1.0,2022,7,108.0,90.08140431392029,17.918595686079712,1.0,False
33.0,60.0,240.0,324.0,360.0,3.0,3.0,2.0,0.0,2,0,0.0,0,3.0,D,62,1,1.0,2023,7,300.0,240.5472581472226,59.45274185277739,1.0,False
40.0,120.0,240.0,120.0,121.0,6.0,6.0,3.0,0.0,1,0,0.0,0,3.0,D,66,1,1.0,2024,7,120.0,129.2800107238814,-9.28001072388139,1.0,False
35.0,60.0,240.0,78.0,97.0,0.0,0.0,1.0,1.0,1,0,0.0,0,1.0,D,87,1,1.0,2024,7,64.0,72.19658750458565,-8.19658750458565,1.0,False
28.0,60.0,240.0,240.0,240.0,0.0,0.0,1.0,0.0,1,0,0.0,0,1.0,D,70,1,1.0,2025,7,192.0,154.8976870884625,37.102312911537496,3.0,True
56.0,0.0,240.0,87.0,108.0,3.0,3.0,2.0,0.0,1,0,0.0,0,3.0,D,16,1,1.0,2021,7,95.0,67.63440653616483,27.365593463835168,1.0,False
37.0,60.0,240.0,210.0,262.0,0.0,0.0,1.0,0.0,3,0,0.0,0,3.0,D,6,1,1.0,2022,7,121.0,138.05573962118333,-17.055739621183335,3.0,True
29.0,60.0,240.0,210.0,240.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,47,1,1.0,2024,7,156.0,140.35755683211693,15.642443167883073,1.0,False
28.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,37,1,1.0,2025,7,97.0,76.49602213169936,20.503977868300638,1.0,False
22.0,60.0,240.0,240.0,240.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,19,1,1.0,2022,7,240.0,152.40065757866344,87.59934242133656,1.0,False
38.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,1.0,2,0,0.0,0,3.0,D,53,1,1.0,2022,7,120.0,113.85368247659255,6.146317523407447,1.0,False
24.0,0.0,240.0,78.0,97.0,0.0,0.0,1.0,0.0,1,0,0.0,0,6.0,D,70,1,1.0,2023,7,48.0,41.60085024770224,6.39914975229776,1.0,False
43.0,120.0,240.0,120.0,120.0,3.0,3.0,2.0,0.0,1,0,0.0,0,3.0,D,9,1,1.0,2022,7,120.0,117.8456585662415,2.1543414337585034,1.0,False
59.0,180.0,480.0,180.0,180.0,6.0,8.0,4.0,1.0,1,0,0.0,0,3.0,D,43,1,1.0,2020,7,180.0,213.53382782479062,-33.53382782479062,1.0,False
31.0,0.0,240.0,97.0,121.0,1.0,1.0,1.0,0.0,1,0,0.0,0,5.0,D,48,1,1.0,2024,7,60.0,61.46993018352752,-1.4699301835275165,1.0,False
29.0,60.0,240.0,188.0,235.0,8.0,10.0,5.0,0.0,1,0,0.0,0,3.0,D,66,1,1.0,2023,7,168.0,138.2890987168997,29.7109012831003,1.0,False
55.0,60.0,240.0,121.0,151.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,39,1,1.0,2020,7,96.0,135.0391169409606,-39.03911694096061,1.0,False
29.0,180.0,480.0,188.0,235.0,6.0,6.0,3.0,2.0,2,0,0.0,0,5.0,D,53,1,1.0,2021,7,180.0,198.62776160440046,-18.62776160440046,1.0,False
43.0,60.0,240.0,188.0,235.0,0.0,0.0,1.0,0.0,2,0,0.0,0,6.0,D,70,1,1.0,2024,7,84.0,127.57210427425818,-43.57210427425818,1.0,False
69.0,0.0,240.0,262.0,327.0,1.0,1.0,1.0,0.0,2,0,0.0,0,5.0,D,46,1,1.0,2020,7,240.0,198.77435773525764,41.22564226474236,1.0,False
39.0,60.0,240.0,240.0,240.0,0.0,0.0,1.0,2.0,1,0,0.0,0,5.0,D,39,1,1.0,2023,7,240.0,231.8236555754994,8.176344424500599,1.0,False
40.0,0.0,60.0,21.0,27.0,0.0,0.0,1.0,20.0,6,0,1.0,0,5.0,D,82,1,1.0,2021,8,15.0,31.851535940882673,-16.851535940882673,6.0,False
60.0,180.0,480.0,180.0,180.0,0.0,0.0,1.0,1.0,1,0,0.0,0,5.0,D,64,1,1.0,2023,7,120.0,172.35590684923162,-52.355906849231616,1.0,False
44.0,0.0,24.0,48.0,48.0,4.0,6.0,3.0,6.0,2,0,0.0,0,6.0,D,64,1,1.0,2023,7,36.0,51.526945408480884,-15.526945408480884,6.0,False
25.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,3.0,2,0,0.0,0,1.0,D,41,1,3.0,2024,7,75.0,82.05921853903125,-7.059218539031249,3.0,True
26.0,60.0,240.0,188.0,235.0,0.0,0.0,1.0,0.0,2,0,0.0,0,5.0,D,30,1,1.0,2021,7,60.0,128.74083933430762,-68.74083933430762,1.0,False
35.0,0.0,240.0,97.0,121.0,0.0,0.0,1.0,0.0,1,0,0.0,0,3.0,D,39,1,1.0,2023,7,121.0,111.82196132175812,9.178038678241876,1.0,False
48.0,60.0,240.0,210.0,240.0,0.0,0.0,1.0,1.0,1,0,0.0,0,6.0,D,46,1,1.0,2021,7,168.0,147.94624481775438,20.053755182245624,1.0,False
40.0,180.0,480.0,324.0,405.0,3.0,5.0,3.0,0.0,1,0,0.0,0,5.0,D,47,1,1.0,2023,7,240.0,264.04213975525647,-24.04213975525647,1.0,False
38.0,60.0,240.0,121.0,151.0,0.0,0.0,1.0,0.0,2,0,0.0,0,3.0,D,13,1,1.0,2020,7,84.0,98.76430874266156,-14.764308742661555,1.0,False
35.0,60.0,240.0,151.0,188.0,1.0,1.0,1.0,0.0,5,0,0.0,0,6.0,D,6,1,1.0,2020,7,120.0,119.09891037878951,0.9010896212104882,1.0,False
42.0,60.0,240.0,151.0,188.0,0.0,0.0,1.0,0.0,2,0,0.0,0,5.0,D,73,1,1.0,2025,7,80.0,109.228154840456,-29.228154840456,1.0,False
58.0,60.0,240.0,135.0,168.0,1.0,1.0,1.0,0.0,3,0,0.0,0,3.0,D,47,1,1.0,2020,7,97.0,116.96945255125308,-19.969452551253084,1.0,False
57.0,60.0,240.0,121.0,151.0,0.0,0.0,1.0,0.0,1,0,0.0,0,5.0,D,39,1,1.0,2025,7,96.0,143.70481868736212,-47.70481868736212,1.0,False
40.0,60.0,240.0,240.0,240.0,4.0,6.0,3.0,0.0,1,0,0.0,0,3.0,D,66,1,1.0,2021,7,180.0,163.75847716621035,16.241522833789645,1.0,False
38.0,60.0,240.0,121.0,151.0,1.0,1.0,1.0,0.0,1,0,0.0,0,5.0,D,66,1,1.0,2021,7,96.0,94.17472422947421,1.825275770525792,1.0,False
38.0,60.0,240.0,210.0,262.0,0.0,0.0,1.0,1.0,2,0,0.0,0,6.0,D,55,3,1.0,2025,7,228.0,213.8450200516611,14.154979948338905,1.0,False
