POOFFICE,ZONE,SENTTOT,AGE,AGECAT,CASETYPE,CIRCDIST,CITIZEN,CRIMHIST,CRIMPTS,DISPOSIT,DISTRICT,HISPORIG,MONSEX,NEWCNVTN,NEWEDUC,NEWRACE,NOCOUNTS,NUMDEPEN,OFFGUIDE,PRISDUM,PROBDUM,SENTIMP,SUPRDUM,TOTCHPTS,WEAPON,XCRHISSR,DRUGMIN,GLMIN,GLMAX,SMIN1,SMAX1,FISCAL_YEAR
2,D,60.0,31.0,4.0,1.0,24,1.0,0.0,0.0,1,22,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2021
1,D,180.0,32.0,4.0,1.0,50,1.0,1.0,2.0,1,56,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,4.0,0,3.0,0,188.0,235.0,180.0,480.0,2021
4,D,120.0,55.0,7.0,1.0,60,1.0,1.0,1.0,1,67,1,0.0,0,6.0,1.0,1,2.0,7,1,0,1,1,1.0,0,1.0,0,121.0,151.0,120.0,240.0,2021
1,D,120.0,37.0,5.0,1.0,4,1.0,1.0,0.0,1,2,0,0.0,0,3.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,210.0,240.0,60.0,240.0,2021
2,D,96.0,39.0,5.0,1.0,12,1.0,1.0,3.0,1,10,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,57.0,71.0,0.0,120.0,2021
6,D,120.0,64.0,8.0,1.0,89,1.0,1.0,1.0,1,30,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,120.0,120.0,120.0,240.0,2021
3,D,36.0,21.0,2.0,1.0,63,1.0,0.0,0.0,1,95,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,51.0,63.0,0.0,240.0,2021
1,D,135.0,57.0,7.0,1.0,40,1.0,1.0,2.0,1,46,1,0.0,0,1.0,1.0,1,0.0,7,1,0,1,1,2.0,0,2.0,0,135.0,168.0,60.0,240.0,2021
5,D,93.0,30.0,3.0,1.0,55,1.0,1.0,4.0,1,62,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,4.0,0,3.0,0,108.0,135.0,60.0,240.0,2021
5,D,188.0,51.0,7.0,1.0,22,1.0,1.0,0.0,1,19,1,0.0,0,6.0,1.0,1,,7,1,0,1,1,0.0,0,1.0,0,240.0,240.0,60.0,240.0,2021
1,D,120.0,41.0,6.0,1.0,6,1.0,1.0,1.0,1,3,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,120.0,121.0,120.0,240.0,2021
2,B,,35.0,4.0,1.0,66,2.0,0.0,0.0,1,72,1,0.0,0,3.0,1.0,1,0.0,8,0,1,3,0,0.0,0,1.0,0,6.0,12.0,0.0,60.0,2021
2,D,72.0,43.0,6.0,1.0,84,1.0,1.0,0.0,1,88,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2021
2,D,33.0,32.0,4.0,1.0,24,1.0,0.0,0.0,1,22,1,0.0,0,5.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2021
2,D,108.0,32.0,4.0,1.0,24,1.0,1.0,0.0,1,22,1,0.0,0,5.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2021
3,D,100.0,29.0,3.0,1.0,31,1.0,1.0,0.0,1,37,1,0.0,0,5.0,2.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2021
6,D,360.0,44.0,6.0,1.0,72,1.0,1.0,0.0,1,77,1,0.0,0,5.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,360.0,600.0,180.0,360.0,2021
1,D,120.0,57.0,7.0,1.0,46,1.0,0.0,0.0,1,53,1,0.0,0,6.0,1.0,4,1.0,7,1,0,1,1,0.0,0,1.0,0,210.0,262.0,60.0,240.0,2021
1,D,180.0,39.0,5.0,1.0,41,1.0,1.0,3.0,1,47,1,0.0,0,3.0,1.0,3,0.0,7,1,0,1,1,4.0,0,3.0,0,210.0,262.0,180.0,480.0,2021
1,D,144.0,52.0,7.0,1.0,43,1.0,0.0,0.0,1,49,1,0.0,0,6.0,1.0,1,3.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2021
2,D,12.03,41.0,6.0,1.0,12,1.0,0.0,0.0,1,10,1,1.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,87.0,108.0,0.0,240.0,2021
0,D,210.0,35.0,4.0,1.0,33,1.0,1.0,1.0,1,40,1,0.0,0,5.0,1.0,1,2.0,7,1,0,1,1,1.0,0,1.0,0,210.0,240.0,60.0,240.0,2021
1,D,,59.0,7.0,1.0,6,1.0,0.0,0.0,1,3,1,0.0,0,3.0,6.0,1,0.0,7,0,1,3,0,0.0,0,1.0,0,46.0,57.0,0.0,240.0,2021
1,D,180.0,34.0,4.0,1.0,93,1.0,1.0,1.0,1,32,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,210.0,262.0,180.0,360.0,2021
2,D,36.0,41.0,6.0,1.0,15,1.0,0.0,0.0,1,13,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2021
5,D,180.0,28.0,3.0,1.0,20,1.0,1.0,10.0,1,17,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,12.0,0,5.0,0,151.0,188.0,120.0,240.0,2021
3,D,48.0,48.0,6.0,1.0,75,1.0,1.0,6.0,1,79,1,0.0,0,1.0,1.0,1,0.0,7,1,0,1,1,8.0,0,4.0,0,84.0,105.0,0.0,120.0,2021
3,D,180.0,69.0,8.0,1.0,49,1.0,1.0,7.0,1,55,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,7.0,0,4.0,0,180.0,180.0,180.0,480.0,2021
1,D,0.03,26.0,3.0,1.0,11,2.0,0.0,0.0,1,9,1,0.0,0,1.0,6.0,1,0.0,7,1,0,2,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2021
6,D,121.0,28.0,3.0,1.0,33,1.0,1.0,0.0,1,40,0,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2021
4,D,60.0,31.0,4.0,1.0,58,1.0,1.0,1.0,1,65,1,0.0,0,5.0,1.0,2,0.0,7,1,0,1,1,1.0,0,1.0,0,97.0,121.0,60.0,240.0,2021
2,D,115.0,36.0,5.0,1.0,73,1.0,1.0,3.0,1,78,1,0.0,0,3.0,6.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,188.0,235.0,0.0,240.0,2021
3,D,80.0,33.0,4.0,1.0,36,1.0,1.0,0.0,1,42,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2021
5,D,70.0,29.0,3.0,1.0,7,1.0,0.0,0.0,1,5,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,188.0,235.0,60.0,240.0,2021
2,D,14.0,50.0,6.0,1.0,51,1.0,0.0,0.0,1,57,1,0.0,0,3.0,1.0,1,0.0,8,1,0,1,1,0.0,0,1.0,0,27.0,33.0,0.0,60.0,2021
2,D,72.0,43.0,6.0,1.0,65,1.0,1.0,3.0,1,73,1,0.0,0,3.0,1.0,1,1.0,7,1,0,1,1,3.0,0,2.0,0,210.0,240.0,60.0,240.0,2021
2,D,60.0,24.0,2.0,1.0,51,1.0,0.0,0.0,1,57,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2021
E,D,60.0,40.0,5.0,1.0,24,2.0,0.0,0.0,1,22,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,60.0,240.0,2021
4,D,36.0,31.0,4.0,1.0,58,1.0,1.0,1.0,1,65,1,0.0,0,5.0,2.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,63.0,78.0,0.0,120.0,2021
4,D,130.0,49.0,6.0,1.0,62,1.0,1.0,16.0,1,69,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,18.0,0,6.0,0,210.0,240.0,60.0,240.0,2021
2,D,204.0,28.0,3.0,1.0,35,1.0,1.0,3.0,1,41,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,188.0,235.0,180.0,480.0,2021
4,D,75.0,26.0,3.0,1.0,62,1.0,0.0,0.0,1,69,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,9996.0,2021
3,D,60.0,37.0,5.0,1.0,24,1.0,1.0,1.0,1,22,1,0.0,0,5.0,1.0,1,2.0,7,1,0,1,1,1.0,0,1.0,0,78.0,97.0,0.0,240.0,2021
1,D,72.0,44.0,6.0,1.0,3,1.0,1.0,0.0,1,1,1,0.0,0,5.0,1.0,2,1.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2021
1,D,180.0,49.0,6.0,1.0,40,1.0,0.0,0.0,1,46,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,180.0,180.0,180.0,360.0,2021
6,D,216.0,45.0,6.0,1.0,89,1.0,1.0,0.0,3,30,2,0.0,1,3.0,3.0,5,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,262.0,60.0,240.0,2021
2,D,100.0,39.0,5.0,1.0,87,1.0,1.0,0.0,1,26,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,121.0,151.0,60.0,240.0,2021
3,D,216.0,32.0,4.0,1.0,23,1.0,1.0,10.0,1,20,1,0.0,0,3.0,1.0,2,2.0,7,1,0,1,1,12.0,0,5.0,0,262.0,327.0,120.0,240.0,2021
4,D,155.0,51.0,7.0,1.0,35,1.0,1.0,0.0,1,41,1,0.0,0,1.0,1.0,3,1.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2021
1,D,120.0,27.0,3.0,1.0,93,3.0,0.0,0.0,1,32,1,0.0,0,6.0,6.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,292.0,365.0,60.0,240.0,2021
1,D,220.0,35.0,4.0,1.0,55,1.0,1.0,7.0,1,62,1,0.0,0,1.0,1.0,2,0.0,7,1,0,1,1,9.0,0,4.0,0,235.0,293.0,180.0,480.0,2021
1,D,84.0,30.0,3.0,1.0,4,1.0,1.0,1.0,1,2,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,121.0,151.0,60.0,240.0,2021
7,D,240.0,46.0,6.0,1.0,36,1.0,0.0,0.0,1,42,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,108.0,135.0,0.0,240.0,2021
3,D,120.0,21.0,2.0,1.0,90,1.0,0.0,0.0,1,29,1,0.0,0,3.0,1.0,3,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2021
6,D,90.0,37.0,5.0,1.0,8,1.0,1.0,0.0,1,7,1,0.0,0,6.0,1.0,1,0.0,7,1,0,2,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2021
1,D,120.0,36.0,5.0,1.0,93,1.0,0.0,0.0,1,32,1,0.0,0,5.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,63.0,78.0,60.0,240.0,2021
3,D,120.0,36.0,5.0,1.0,31,1.0,1.0,1.0,1,37,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,78.0,97.0,0.0,240.0,2021
6,D,120.0,49.0,6.0,1.0,11,1.0,1.0,1.0,1,9,1,0.0,0,3.0,1.0,1,2.0,7,1,0,1,1,3.0,0,2.0,0,120.0,135.0,120.0,240.0,2021
3,D,37.0,24.0,2.0,1.0,34,1.0,0.0,0.0,1,39,2,0.0,0,6.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,37.0,46.0,0.0,120.0,2021
1,B,0.03,58.0,7.0,1.0,8,1.0,1.0,3.0,1,7,1,0.0,0,5.0,1.0,1,1.0,8,1,0,1,0,5.0,0,3.0,0,6.0,12.0,0.0,60.0,2021
1,D,300.0,31.0,4.0,1.0,40,1.0,1.0,2.0,1,46,1,0.0,0,3.0,1.0,2,0.0,7,1,0,1,1,2.0,0,2.0,0,600.0,600.0,180.0,360.0,2021
4,D,65.0,37.0,5.0,1.0,34,1.0,0.0,0.0,1,39,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,121.0,151.0,60.0,240.0,2021
3,D,240.0,23.0,2.0,1.0,34,1.0,1.0,0.0,1,39,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,235.0,240.0,0.0,240.0,2021
8,D,221.0,37.0,5.0,1.0,60,1.0,1.0,0.0,1,67,1,0.0,0,3.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,188.0,235.0,60.0,240.0,2021
6,D,108.0,65.0,8.0,1.0,89,1.0,0.0,0.0,1,30,1,0.0,0,5.0,2.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,240.0,60.0,240.0,2021
4,D,60.0,65.0,8.0,1.0,53,1.0,1.0,1.0,1,60,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,87.0,108.0,60.0,240.0,2021
1,D,293.0,53.0,7.0,1.0,49,1.0,1.0,20.0,1,55,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,22.0,0,6.0,0,262.0,327.0,180.0,480.0,2021
3,D,120.0,34.0,4.0,1.0,38,1.0,1.0,4.0,1,44,1,0.0,0,5.0,1.0,1,1.0,7,1,0,1,1,6.0,0,3.0,0,78.0,97.0,0.0,240.0,2021
1,D,72.0,60.0,7.0,1.0,1,1.0,1.0,0.0,1,90,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2021
4,D,204.0,34.0,4.0,1.0,35,1.0,1.0,1.0,1,41,1,0.0,0,3.0,1.0,1,2.0,7,1,0,1,1,3.0,0,2.0,0,180.0,180.0,180.0,480.0,2021
2,D,70.0,39.0,5.0,1.0,73,1.0,1.0,5.0,1,78,1,0.0,0,5.0,1.0,1,1.0,7,1,0,1,1,5.0,0,3.0,0,121.0,151.0,60.0,240.0,2021
5,D,120.0,44.0,6.0,1.0,26,1.0,1.0,5.0,1,24,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,7.0,0,4.0,0,120.0,137.0,120.0,240.0,2021
5,D,87.0,44.0,6.0,1.0,54,1.0,1.0,0.0,3,61,1,0.0,1,5.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,87.0,108.0,0.0,120.0,2021
3,D,15.0,28.0,3.0,1.0,68,1.0,1.0,0.0,1,74,1,0.0,0,5.0,1.0,1,0.0,8,1,0,1,1,0.0,0,1.0,0,18.0,24.0,0.0,60.0,2021
1,D,180.0,28.0,3.0,1.0,50,1.0,1.0,7.0,1,56,1,0.0,0,3.0,2.0,1,0.0,7,1,0,1,1,7.0,0,4.0,0,180.0,180.0,180.0,480.0,2021
1,D,80.0,52.0,7.0,1.0,41,1.0,1.0,0.0,1,47,1,0.0,0,3.0,1.0,1,4.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,60.0,240.0,2021
6,D,292.0,52.0,7.0,1.0,89,1.0,1.0,4.0,3,30,1,0.0,1,5.0,1.0,1,0.0,7,1,0,1,1,4.0,0,3.0,0,292.0,365.0,180.0,480.0,2021
3,D,120.0,54.0,7.0,1.0,38,1.0,1.0,3.0,1,44,1,0.0,0,5.0,1.0,1,0.0,7,1,0,2,1,5.0,0,3.0,0,120.0,120.0,120.0,240.0,2021
2,D,36.0,28.0,3.0,1.0,73,1.0,1.0,0.0,1,78,2,0.0,0,3.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2021
4,D,131.0,45.0,6.0,1.0,34,1.0,0.0,0.0,1,39,1,0.0,0,6.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,70.0,87.0,0.0,60.0,2021
4,D,78.0,56.0,7.0,1.0,46,1.0,0.0,0.0,1,53,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,60.0,60.0,60.0,240.0,2021
1,D,15.0,40.0,5.0,1.0,78,1.0,1.0,0.0,1,82,1,1.0,0,5.0,6.0,6,20.0,8,1,0,1,1,0.0,0,1.0,0,21.0,27.0,0.0,60.0,2021
4,D,,23.0,2.0,1.0,67,1.0,0.0,0.0,1,71,1,0.0,0,6.0,6.0,1,0.0,7,0,1,3,0,0.0,0,1.0,0,51.0,63.0,0.0,240.0,2021
3,D,0.26,38.0,5.0,1.0,24,1.0,1.0,0.0,1,22,1,0.0,0,5.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,70.0,87.0,0.0,120.0,2021
4,D,87.0,28.0,3.0,1.0,58,1.0,1.0,2.0,1,65,1,0.0,0,3.0,1.0,2,0.0,7,1,0,1,1,4.0,0,3.0,0,188.0,235.0,60.0,240.0,2021
4,D,120.0,56.0,7.0,1.0,58,1.0,1.0,3.0,1,65,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,120.0,120.0,120.0,240.0,2021
3,D,12.03,32.0,4.0,1.0,75,1.0,0.0,0.0,1,79,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2021
2,D,188.0,48.0,6.0,1.0,87,1.0,1.0,3.0,1,26,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,188.0,235.0,180.0,480.0,2021
1,D,110.0,30.0,3.0,1.0,3,1.0,0.0,0.0,3,1,1,0.0,1,6.0,6.0,2,0.0,7,1,0,2,1,0.0,0,1.0,0,168.0,210.0,60.0,240.0,2021
3,D,84.0,55.0,7.0,1.0,16,1.0,1.0,0.0,1,14,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2021
8,D,72.0,53.0,7.0,1.0,60,1.0,0.0,0.0,1,67,1,0.0,0,3.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,121.0,151.0,60.0,240.0,2021
1,D,144.0,50.0,6.0,1.0,40,1.0,1.0,3.0,1,46,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,120.0,120.0,120.0,240.0,2021
5,D,97.0,38.0,5.0,1.0,55,1.0,1.0,6.0,1,62,1,0.0,0,1.0,1.0,1,0.0,7,1,0,1,1,6.0,0,3.0,0,121.0,151.0,60.0,240.0,2021
6,D,168.0,59.0,7.0,1.0,11,1.0,1.0,3.0,1,9,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,151.0,188.0,120.0,240.0,2021
5,D,0.03,41.0,6.0,1.0,62,1.0,0.0,0.0,1,69,2,0.0,0,5.0,3.0,1,3.0,7,1,0,1,1,0.0,0,1.0,0,18.0,24.0,0.0,120.0,2021
4,D,36.0,50.0,6.0,1.0,56,1.0,0.0,0.0,1,63,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,51.0,63.0,0.0,120.0,2021
4,D,102.0,41.0,6.0,1.0,72,1.0,1.0,0.0,1,77,1,0.0,0,3.0,1.0,2,1.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2021
1,D,72.0,65.0,8.0,1.0,41,1.0,0.0,0.0,1,47,1,0.0,0,3.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,121.0,151.0,60.0,480.0,2021
1,D,180.0,61.0,8.0,1.0,46,1.0,1.0,5.0,1,53,1,0.0,0,3.0,1.0,2,0.0,7,1,0,1,1,5.0,0,3.0,0,180.0,180.0,180.0,9996.0,2021
4,D,120.0,57.0,7.0,1.0,24,1.0,1.0,3.0,1,22,1,0.0,0,6.0,1.0,2,0.0,7,1,0,1,1,5.0,0,3.0,0,120.0,120.0,120.0,240.0,2021
3,D,210.0,30.0,3.0,1.0,22,1.0,1.0,0.0,1,19,1,0.0,0,5.0,2.0,3,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,262.0,60.0,240.0,2021
6,D,0.03,38.0,5.0,1.0,23,1.0,0.0,0.0,1,20,1,0.0,0,3.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2021
1,D,60.0,45.0,6.0,1.0,93,1.0,1.0,1.0,1,32,1,0.0,0,3.0,1.0,1,3.0,7,1,0,1,1,1.0,0,1.0,0,78.0,97.0,60.0,240.0,2021
3,D,180.0,50.0,6.0,1.0,90,1.0,1.0,3.0,1,29,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,180.0,180.0,180.0,480.0,2021
3,D,144.0,30.0,3.0,1.0,90,1.0,0.0,0.0,1,29,1,0.0,0,5.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,262.0,60.0,240.0,2021
3,D,97.0,40.0,5.0,1.0,43,1.0,1.0,1.0,1,49,1,0.0,0,1.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,97.0,121.0,60.0,240.0,2021
4,D,6.0,35.0,4.0,1.0,34,1.0,1.0,1.0,1,39,1,0.0,0,1.0,1.0,1,1.0,7,1,0,1,1,1.0,0,1.0,0,41.0,51.0,0.0,120.0,2021
2,D,60.0,33.0,4.0,1.0,76,1.0,1.0,0.0,1,80,0,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,63.0,78.0,0.0,240.0,2021
3,D,300.0,40.0,5.0,1.0,22,1.0,1.0,8.0,1,19,1,0.0,0,1.0,1.0,2,0.0,7,1,0,1,1,8.0,0,4.0,0,360.0,720.0,180.0,480.0,2021
5,D,144.0,42.0,6.0,1.0,20,1.0,1.0,0.0,1,17,1,0.0,0,6.0,1.0,11,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,262.0,60.0,240.0,2021
3,D,53.0,36.0,5.0,1.0,42,1.0,1.0,7.0,1,48,1,0.0,0,5.0,1.0,1,2.0,7,1,0,1,1,9.0,0,4.0,0,57.0,71.0,0.0,240.0,2021
2,D,240.0,44.0,6.0,1.0,21,1.0,1.0,12.0,1,18,1,0.0,0,5.0,1.0,1,1.0,7,1,0,1,1,12.0,0,5.0,0,240.0,240.0,60.0,240.0,2021
2,D,60.0,61.0,8.0,1.0,89,1.0,1.0,0.0,1,30,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2021
4,D,180.0,64.0,8.0,1.0,56,1.0,1.0,3.0,1,63,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,180.0,188.0,180.0,480.0,2021
2,D,30.0,39.0,5.0,1.0,84,1.0,1.0,1.0,1,88,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,78.0,97.0,0.0,240.0,2021
5,D,72.0,54.0,7.0,1.0,89,1.0,0.0,0.0,1,30,1,0.0,0,3.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2021
4,D,120.0,54.0,7.0,1.0,57,1.0,1.0,3.0,1,64,1,0.0,0,3.0,6.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,120.0,121.0,120.0,240.0,2021
1,D,87.0,51.0,7.0,1.0,93,1.0,0.0,0.0,1,32,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2021
4,D,210.0,28.0,3.0,1.0,39,1.0,1.0,1.0,1,45,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,210.0,262.0,60.0,480.0,2021
1,D,60.0,34.0,4.0,1.0,93,1.0,1.0,2.0,1,32,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,2.0,0,2.0,0,235.0,240.0,60.0,240.0,2021
2,D,55.0,36.0,5.0,1.0,65,1.0,0.0,0.0,1,73,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2021
1,D,84.0,40.0,5.0,1.0,24,1.0,1.0,3.0,1,22,1,0.0,0,3.0,2.0,2,0.0,7,1,0,1,1,3.0,0,2.0,0,108.0,135.0,60.0,240.0,2021
8,D,60.0,36.0,5.0,1.0,60,1.0,0.0,0.0,1,67,1,0.0,0,1.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,240.0,60.0,240.0,2021
6,D,72.0,29.0,3.0,1.0,11,1.0,1.0,0.0,3,9,1,0.0,1,6.0,1.0,3,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,262.0,60.0,240.0,2021
3,D,60.0,39.0,5.0,1.0,14,1.0,1.0,1.0,1,12,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,70.0,87.0,60.0,240.0,2021
4,D,65.0,55.0,7.0,1.0,56,1.0,1.0,2.0,1,63,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,2.0,0,2.0,0,70.0,87.0,60.0,240.0,2021
1,D,60.0,56.0,7.0,1.0,16,1.0,0.0,0.0,1,14,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,60.0,240.0,2021
2,D,38.0,33.0,4.0,1.0,51,1.0,1.0,3.0,1,57,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,51.0,63.0,0.0,240.0,2021
3,D,24.0,30.0,3.0,1.0,24,1.0,1.0,1.0,1,22,1,0.0,0,3.0,2.0,1,4.0,8,1,0,1,1,3.0,0,2.0,0,30.0,37.0,0.0,120.0,2021
2,D,41.0,60.0,7.0,1.0,65,1.0,1.0,3.0,1,73,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,41.0,51.0,0.0,240.0,2021
6,D,97.0,47.0,6.0,1.0,33,1.0,1.0,0.0,1,40,1,0.0,0,6.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2021
4,D,120.0,31.0,4.0,1.0,58,1.0,1.0,5.0,1,65,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,7.0,0,4.0,0,120.0,137.0,120.0,240.0,2021
2,D,84.0,56.0,7.0,1.0,15,2.0,0.0,0.0,1,13,1,0.0,0,6.0,6.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2021
2,D,160.0,42.0,6.0,1.0,39,1.0,1.0,1.0,1,45,1,0.0,0,5.0,1.0,2,0.0,7,1,0,1,1,1.0,0,1.0,0,262.0,327.0,60.0,240.0,2021
2,A,,59.0,7.0,2.0,94,1.0,,,1,34,0,0.0,0,,,1,,8,0,0,0,0,,0,1.0,0,0.0,6.0,,,2021
2,A,,57.0,7.0,2.0,94,1.0,,,1,34,0,0.0,0,,,1,,8,0,0,0,0,,0,1.0,0,0.0,6.0,0.0,12.0,2021
2,A,,57.0,7.0,2.0,94,1.0,,,1,34,0,0.0,0,,,1,,8,0,0,0,0,,0,1.0,0,0.0,6.0,,,2021
