POOFFICE,ZONE,SENTTOT,AGE,AGECAT,CASETYPE,CIRCDIST,CITIZEN,CRIMHIST,CRIMPTS,DISPOSIT,DISTRICT,HISPORIG,MONSEX,NEWCNVTN,NEWEDUC,NEWRACE,NOCOUNTS,NUMDEPEN,OFFGUIDE,PRISDUM,PROBDUM,SENTIMP,SUPRDUM,TOTCHPTS,WEAPON,XCRHISSR,DRUGMIN,GLMIN,GLMAX,SMIN1,SMAX1,FISCAL_YEAR
8,D,360.0,31.0,4.0,1.0,89,1.0,0.0,0.0,1,30,1,0.0,0,3.0,1.0,2,1.0,7,1,0,1,1,0.0,0,1.0,0,262.0,327.0,180.0,360.0,2022
1,D,108.0,45.0,6.0,1.0,47,1.0,1.0,0.0,1,52,1,0.0,0,5.0,1.0,2,2.0,7,1,0,1,1,0.0,0,1.0,0,210.0,262.0,0.0,240.0,2022
2,D,180.0,28.0,3.0,1.0,39,1.0,0.0,0.0,1,45,2,0.0,0,3.0,3.0,1,5.0,7,1,0,1,1,0.0,0,1.0,0,210.0,262.0,180.0,360.0,2022
4,D,121.0,25.0,2.0,1.0,35,1.0,1.0,0.0,1,41,1,0.0,0,3.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,121.0,151.0,60.0,240.0,2022
4,D,156.0,40.0,5.0,1.0,58,1.0,1.0,3.0,1,65,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,120.0,121.0,120.0,240.0,2022
5,D,230.0,57.0,7.0,1.0,34,1.0,1.0,0.0,1,39,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,188.0,235.0,60.0,480.0,2022
4,D,324.0,38.0,5.0,1.0,56,1.0,1.0,0.0,1,63,1,0.0,0,5.0,1.0,2,1.0,7,1,0,1,1,0.0,0,1.0,0,210.0,262.0,60.0,240.0,2022
1,D,120.0,63.0,8.0,1.0,9,1.0,1.0,3.0,1,6,1,0.0,0,3.0,1.0,1,1.0,7,1,0,1,1,3.0,0,2.0,0,120.0,120.0,120.0,240.0,2022
4,D,28.13,24.0,2.0,1.0,64,1.0,0.0,0.0,1,70,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2022
4,D,188.0,39.0,5.0,1.0,67,1.0,1.0,3.0,1,71,1,0.0,0,5.0,1.0,2,0.0,7,1,0,1,1,5.0,0,3.0,0,188.0,235.0,180.0,480.0,2022
1,D,60.0,29.0,3.0,1.0,19,1.0,0.0,0.0,1,16,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,108.0,135.0,60.0,240.0,2022
6,D,66.0,45.0,6.0,1.0,59,1.0,1.0,0.0,1,66,0,0.0,0,5.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,87.0,108.0,60.0,240.0,2022
3,D,15.76,40.0,5.0,1.0,68,3.0,1.0,17.0,1,74,1,0.0,0,1.0,6.0,1,1.0,8,1,0,1,1,19.0,0,6.0,0,24.0,30.0,0.0,60.0,2022
2,D,121.0,39.0,5.0,1.0,28,1.0,1.0,3.0,1,35,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,120.0,121.0,120.0,240.0,2022
3,D,60.0,32.0,4.0,1.0,75,1.0,0.0,0.0,1,79,1,0.0,0,3.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,121.0,151.0,60.0,240.0,2022
1,D,30.0,58.0,7.0,1.0,10,1.0,0.0,0.0,1,8,1,0.0,0,6.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2022
1,D,200.0,32.0,4.0,1.0,8,1.0,1.0,3.0,1,7,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,262.0,327.0,180.0,480.0,2022
3,D,120.0,55.0,7.0,1.0,23,1.0,1.0,1.0,1,20,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,120.0,120.0,120.0,240.0,2022
5,D,210.0,41.0,6.0,1.0,62,1.0,1.0,0.0,1,69,2,0.0,0,6.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,240.0,60.0,240.0,2022
2,D,84.0,52.0,7.0,1.0,24,1.0,0.0,0.0,1,22,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2022
1,D,120.0,39.0,5.0,1.0,46,1.0,0.0,0.0,1,53,1,0.0,0,5.0,1.0,6,2.0,7,1,0,1,1,0.0,0,1.0,0,121.0,151.0,60.0,240.0,2022
1,D,120.0,64.0,8.0,1.0,71,1.0,1.0,3.0,1,76,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,120.0,120.0,120.0,240.0,2022
3,D,240.0,43.0,6.0,1.0,46,1.0,1.0,0.0,1,53,1,0.0,0,6.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,600.0,600.0,180.0,360.0,2022
5,D,188.0,35.0,4.0,1.0,54,1.0,1.0,3.0,1,61,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,188.0,235.0,180.0,480.0,2022
2,D,136.0,36.0,5.0,1.0,21,1.0,1.0,3.0,1,18,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,121.0,151.0,120.0,240.0,2022
3,D,80.0,25.0,2.0,1.0,61,1.0,1.0,0.0,1,68,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,240.0,60.0,240.0,2022
4,D,228.0,52.0,7.0,1.0,53,1.0,1.0,18.0,1,60,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,20.0,0,6.0,0,180.0,180.0,180.0,480.0,2022
6,D,63.0,43.0,6.0,1.0,79,1.0,1.0,0.0,1,83,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,63.0,78.0,0.0,120.0,2022
5,D,121.0,40.0,5.0,1.0,79,1.0,0.0,0.0,1,83,2,0.0,0,1.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2022
4,D,100.0,24.0,2.0,1.0,35,1.0,0.0,0.0,1,41,2,1.0,0,3.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,168.0,210.0,60.0,240.0,2022
4,D,180.0,30.0,3.0,1.0,94,1.0,0.0,0.0,1,34,1,0.0,0,5.0,2.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,240.0,60.0,240.0,2022
2,D,90.0,49.0,6.0,1.0,24,1.0,1.0,0.0,1,22,1,0.0,0,5.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,63.0,78.0,0.0,120.0,2022
1,D,120.0,51.0,7.0,1.0,51,1.0,1.0,0.0,1,57,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,120.0,120.0,120.0,240.0,2022
3,D,97.0,50.0,6.0,1.0,29,1.0,1.0,0.0,1,96,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2022
3,D,120.0,23.0,2.0,1.0,67,1.0,0.0,0.0,1,71,2,0.0,0,1.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,240.0,240.0,60.0,240.0,2022
3,D,37.0,38.0,5.0,1.0,34,1.0,1.0,13.0,1,39,1,0.0,0,5.0,2.0,1,3.0,8,1,0,1,1,15.0,0,6.0,0,30.0,37.0,0.0,120.0,2022
3,D,56.0,42.0,6.0,1.0,61,1.0,1.0,0.0,1,68,1,0.0,0,1.0,6.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,46.0,57.0,0.0,240.0,2022
1,D,120.0,22.0,2.0,1.0,19,1.0,1.0,1.0,1,16,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,120.0,120.0,120.0,240.0,2022
6,D,57.0,23.0,2.0,1.0,35,1.0,0.0,0.0,1,41,2,0.0,0,3.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2022
1,D,92.0,30.0,3.0,1.0,41,1.0,0.0,0.0,1,47,1,0.0,0,5.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,121.0,151.0,60.0,240.0,2022
9,D,84.0,35.0,4.0,1.0,72,1.0,0.0,0.0,1,77,1,0.0,0,6.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2022
1,D,151.0,52.0,7.0,1.0,41,1.0,1.0,1.0,1,47,1,0.0,0,6.0,1.0,2,0.0,7,1,0,1,1,1.0,0,1.0,0,151.0,188.0,60.0,240.0,2022
3,D,97.0,29.0,3.0,1.0,22,1.0,1.0,0.0,1,19,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2022
3,D,96.0,34.0,4.0,1.0,42,1.0,0.0,0.0,1,48,1,0.0,0,3.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,135.0,168.0,0.0,240.0,2022
2,D,180.0,59.0,7.0,1.0,43,1.0,1.0,3.0,1,49,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,180.0,180.0,180.0,480.0,2022
2,D,120.0,45.0,6.0,1.0,24,1.0,1.0,3.0,1,22,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,120.0,120.0,120.0,240.0,2022
2,D,300.0,47.0,6.0,1.0,39,1.0,1.0,3.0,1,45,1,0.0,0,3.0,1.0,3,0.0,7,1,0,1,1,5.0,0,3.0,0,382.0,447.0,120.0,9996.0,2022
5,D,36.0,31.0,4.0,1.0,62,1.0,0.0,0.0,1,69,2,0.0,0,3.0,3.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2022
4,D,42.0,25.0,2.0,1.0,56,1.0,1.0,1.0,1,63,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,78.0,97.0,0.0,240.0,2022
4,D,142.0,39.0,5.0,1.0,56,1.0,1.0,2.0,1,63,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,2.0,0,2.0,0,168.0,210.0,60.0,240.0,2022
1,D,84.0,21.0,2.0,1.0,91,1.0,1.0,0.0,1,31,1,0.0,0,3.0,2.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,240.0,60.0,240.0,2022
3,D,60.0,29.0,3.0,1.0,73,1.0,1.0,0.0,1,78,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,121.0,151.0,60.0,240.0,2022
5,D,48.0,28.0,3.0,1.0,83,1.0,0.0,0.0,1,87,1,0.0,0,5.0,2.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,120.0,2022
E,D,72.0,54.0,7.0,1.0,24,1.0,1.0,0.0,1,22,1,0.0,0,5.0,1.0,2,2.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2022
3,D,72.0,71.0,8.0,1.0,34,1.0,0.0,0.0,1,39,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2022
4,D,98.0,38.0,5.0,1.0,58,1.0,0.0,0.0,1,65,1,0.0,0,5.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2022
2,D,98.0,27.0,3.0,1.0,64,1.0,0.0,0.0,1,70,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2022
3,D,49.0,30.0,3.0,1.0,38,1.0,0.0,0.0,1,44,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,57.0,71.0,0.0,120.0,2022
3,D,84.0,65.0,8.0,1.0,90,1.0,1.0,8.0,1,29,1,0.0,0,5.0,1.0,8,0.0,7,1,0,1,1,8.0,0,3.0,60,2040.0,2040.0,0.0,240.0,2022
3,D,60.0,48.0,6.0,1.0,38,1.0,0.0,0.0,1,44,1,0.0,0,5.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,60.0,60.0,60.0,240.0,2022
3,D,210.0,41.0,6.0,1.0,89,1.0,1.0,11.0,1,30,1,0.0,0,1.0,1.0,1,1.0,7,1,0,1,1,11.0,0,5.0,0,210.0,240.0,60.0,240.0,2022
4,D,151.0,50.0,6.0,1.0,64,1.0,1.0,6.0,3,70,1,0.0,1,3.0,6.0,1,0.0,7,1,0,1,1,8.0,0,4.0,0,121.0,151.0,120.0,240.0,2022
4,D,84.0,49.0,6.0,1.0,53,1.0,1.0,0.0,1,60,1,0.0,0,5.0,1.0,1,0.0,7,1,0,2,1,0.0,0,1.0,0,78.0,97.0,0.0,120.0,2022
5,D,240.0,56.0,7.0,1.0,36,1.0,0.0,0.0,4,42,2,0.0,1,6.0,3.0,5,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2022
8,D,131.0,23.0,2.0,1.0,35,1.0,0.0,0.0,1,41,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2022
6,D,,27.0,3.0,1.0,36,1.0,1.0,0.0,1,42,1,0.0,0,5.0,1.0,1,0.0,7,0,1,4,0,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2022
2,D,135.0,51.0,7.0,1.0,14,1.0,0.0,0.0,1,12,2,0.0,0,3.0,3.0,1,3.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2022
2,D,48.0,27.0,3.0,1.0,77,1.0,1.0,1.0,1,81,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,78.0,97.0,0.0,240.0,2022
4,D,36.0,43.0,6.0,1.0,58,1.0,0.0,0.0,1,65,1,0.0,0,6.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2022
6,D,97.0,54.0,7.0,1.0,11,1.0,1.0,3.0,1,9,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,97.0,121.0,0.0,240.0,2022
2,D,0.03,38.0,5.0,1.0,12,1.0,1.0,0.0,1,10,1,0.0,0,3.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,51.0,63.0,0.0,120.0,2022
3,D,87.0,22.0,2.0,1.0,48,1.0,1.0,0.0,1,54,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2022
2,D,151.0,36.0,5.0,1.0,14,1.0,1.0,2.0,1,12,1,0.0,0,3.0,2.0,1,0.0,7,1,0,1,1,4.0,0,3.0,0,121.0,151.0,120.0,240.0,2022
2,D,42.0,64.0,8.0,1.0,65,1.0,0.0,0.0,1,73,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2022
4,D,85.0,62.0,8.0,1.0,58,1.0,0.0,0.0,1,65,1,0.0,0,5.0,1.0,1,4.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2022
1,D,36.0,42.0,6.0,1.0,72,1.0,0.0,0.0,1,77,1,0.0,0,5.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2022
4,D,48.0,30.0,3.0,1.0,58,1.0,1.0,0.0,1,65,1,0.0,0,5.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2022
1,D,135.0,22.0,2.0,1.0,91,1.0,1.0,0.0,1,31,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,240.0,60.0,240.0,2022
2,D,63.0,61.0,8.0,1.0,79,1.0,0.0,0.0,1,83,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2022
2,D,78.0,25.0,2.0,1.0,27,1.0,1.0,0.0,1,25,1,0.0,0,5.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2022
1,D,100.0,29.0,3.0,1.0,91,1.0,0.0,0.0,1,31,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2022
1,D,36.0,27.0,3.0,1.0,61,1.0,1.0,0.0,1,68,1,0.0,0,1.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2022
4,D,6.0,28.0,3.0,1.0,41,1.0,0.0,0.0,1,47,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,57.0,71.0,0.0,240.0,2022
4,D,60.0,20.0,1.0,1.0,90,1.0,1.0,0.0,1,29,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,70.0,87.0,60.0,240.0,2022
4,D,180.0,52.0,7.0,1.0,59,1.0,1.0,6.0,1,66,0,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,6.0,0,3.0,0,188.0,235.0,180.0,480.0,2022
1,D,136.0,28.0,3.0,1.0,71,1.0,1.0,3.0,1,76,2,0.0,0,3.0,3.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,151.0,188.0,0.0,240.0,2022
4,D,97.0,39.0,5.0,1.0,59,1.0,1.0,1.0,1,66,0,0.0,0,3.0,1.0,1,2.0,7,1,0,1,1,1.0,0,1.0,0,151.0,188.0,60.0,240.0,2022
2,D,180.0,36.0,5.0,1.0,50,1.0,1.0,3.0,1,56,1,0.0,0,3.0,1.0,1,1.0,7,1,0,1,1,5.0,0,3.0,0,188.0,235.0,60.0,240.0,2022
1,D,240.0,27.0,3.0,1.0,71,1.0,1.0,1.0,1,76,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,480.0,480.0,180.0,480.0,2022
1,D,120.0,34.0,4.0,1.0,91,1.0,0.0,0.0,1,31,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2022
4,D,72.0,27.0,3.0,1.0,71,1.0,1.0,0.0,1,76,1,0.0,0,3.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,135.0,168.0,0.0,240.0,2022
4,D,120.0,41.0,6.0,1.0,57,1.0,1.0,2.0,1,64,1,0.0,0,5.0,1.0,1,1.0,7,1,0,1,1,2.0,0,2.0,0,120.0,135.0,120.0,240.0,2022
3,D,70.0,39.0,5.0,1.0,5,1.0,1.0,0.0,1,4,2,0.0,0,5.0,3.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,60.0,60.0,60.0,240.0,2022
1,D,27.0,57.0,7.0,1.0,8,1.0,1.0,1.0,1,7,1,0.0,0,5.0,2.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,78.0,97.0,0.0,120.0,2022
3,D,60.0,36.0,5.0,1.0,49,1.0,1.0,0.0,1,55,1,0.0,0,3.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,60.0,71.0,60.0,240.0,2022
1,D,36.0,48.0,6.0,1.0,6,1.0,0.0,0.0,1,3,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2022
3,D,70.0,65.0,8.0,1.0,89,1.0,0.0,0.0,1,30,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2022
1,D,240.0,52.0,7.0,1.0,49,1.0,1.0,2.0,1,55,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,2.0,0,2.0,0,135.0,168.0,60.0,240.0,2022
4,D,90.0,23.0,2.0,1.0,90,1.0,1.0,0.0,1,29,1,1.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2022
4,D,48.0,31.0,4.0,1.0,58,1.0,0.0,0.0,1,65,1,0.0,0,3.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2022
4,D,84.0,35.0,4.0,1.0,58,1.0,0.0,0.0,1,65,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2022
3,D,120.0,42.0,6.0,1.0,44,1.0,0.0,0.0,1,50,1,0.0,0,5.0,1.0,2,3.0,7,1,0,1,1,0.0,0,1.0,0,70.0,87.0,60.0,240.0,2022
6,D,240.0,50.0,6.0,1.0,34,1.0,1.0,0.0,1,39,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,240.0,60.0,240.0,2022
4,D,12.03,56.0,7.0,1.0,58,1.0,1.0,0.0,1,65,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,30.0,37.0,0.0,120.0,2022
4,D,48.0,23.0,2.0,1.0,58,1.0,0.0,0.0,1,65,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2022
E,D,18.0,45.0,6.0,1.0,24,3.0,0.0,0.0,1,22,2,0.0,0,3.0,3.0,1,2.0,8,1,0,1,1,0.0,0,1.0,0,15.0,21.0,0.0,120.0,2022
2,D,12.03,27.0,3.0,1.0,51,1.0,1.0,1.0,1,57,1,0.0,0,5.0,2.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,78.0,97.0,0.0,240.0,2022
3,D,108.0,58.0,7.0,1.0,7,1.0,1.0,0.0,1,5,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,240.0,240.0,60.0,240.0,2022
3,D,0.03,56.0,7.0,1.0,23,1.0,0.0,0.0,1,20,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,0,0.0,0,1.0,0,37.0,46.0,0.0,240.0,2022
2,A,,30.0,3.0,1.0,66,2.0,0.0,0.0,1,72,1,0.0,0,1.0,1.0,1,1.0,8,0,1,4,0,0.0,0,1.0,0,0.0,6.0,0.0,60.0,2022
2,D,70.0,28.0,3.0,1.0,73,1.0,1.0,0.0,1,78,1,0.0,0,6.0,6.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2022
3,D,51.0,32.0,4.0,1.0,75,1.0,1.0,5.0,1,79,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,7.0,0,4.0,0,110.0,137.0,0.0,240.0,2022
1,D,120.0,30.0,3.0,1.0,85,1.0,1.0,3.0,1,89,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,121.0,151.0,120.0,240.0,2022
1,D,170.0,49.0,6.0,1.0,41,1.0,1.0,0.0,1,47,1,0.0,0,3.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,168.0,210.0,0.0,240.0,2022
1,D,120.0,27.0,3.0,1.0,3,1.0,1.0,3.0,1,1,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,121.0,151.0,120.0,240.0,2022
2,D,120.0,61.0,8.0,1.0,77,1.0,0.0,0.0,1,81,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,240.0,240.0,0.0,240.0,2022
4,D,84.0,53.0,7.0,1.0,56,1.0,1.0,0.0,1,63,1,0.0,0,3.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2022
2,D,84.0,46.0,6.0,1.0,54,1.0,1.0,0.0,1,61,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2022
1,D,144.0,30.0,3.0,1.0,50,1.0,1.0,4.0,1,56,1,0.0,0,1.0,1.0,1,0.0,7,1,0,1,1,6.0,0,3.0,0,151.0,188.0,60.0,240.0,2022
4,D,78.0,23.0,2.0,1.0,46,1.0,1.0,0.0,1,53,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,120.0,2022
2,D,168.0,44.0,6.0,1.0,76,1.0,1.0,3.0,1,80,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,180.0,188.0,180.0,480.0,2022
5,D,150.0,38.0,5.0,1.0,9,1.0,1.0,1.0,1,6,1,0.0,0,3.0,1.0,3,4.0,7,1,0,1,1,1.0,0,1.0,0,210.0,262.0,60.0,240.0,2022
5,D,144.0,43.0,6.0,1.0,34,1.0,0.0,0.0,1,39,1,0.0,0,6.0,1.0,1,3.0,7,1,0,1,1,0.0,0,1.0,0,135.0,168.0,60.0,240.0,2022
2,D,60.0,57.0,7.0,1.0,76,1.0,1.0,0.0,1,80,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2022
3,D,30.0,34.0,4.0,1.0,75,1.0,0.0,0.0,1,79,1,1.0,0,5.0,6.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,60.0,71.0,60.0,240.0,2022
1,D,290.0,29.0,3.0,1.0,41,1.0,1.0,0.0,1,47,1,0.0,0,3.0,1.0,3,0.0,7,1,0,1,1,0.0,0,1.0,0,840.0,840.0,60.0,240.0,2022
5,D,30.0,33.0,4.0,1.0,34,1.0,1.0,0.0,1,39,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,24.0,30.0,0.0,120.0,2022
6,D,168.0,29.0,3.0,1.0,34,1.0,1.0,1.0,1,39,1,0.0,0,1.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,135.0,168.0,0.0,240.0,2022
2,D,204.0,27.0,3.0,1.0,24,1.0,1.0,2.0,1,22,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,4.0,0,3.0,0,240.0,240.0,60.0,240.0,2022
2,D,84.0,26.0,3.0,1.0,39,1.0,0.0,0.0,1,45,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2022
2,D,144.0,38.0,5.0,1.0,73,1.0,1.0,0.0,1,78,1,0.0,0,3.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,168.0,210.0,60.0,240.0,2022
6,D,78.0,25.0,2.0,1.0,35,1.0,0.0,0.0,1,41,1,0.0,0,3.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2022
1,D,5.0,49.0,6.0,1.0,10,3.0,1.0,0.0,1,8,2,0.0,0,1.0,3.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,70.0,87.0,0.0,240.0,2022
2,D,240.0,58.0,7.0,1.0,2,1.0,1.0,0.0,1,0,1,0.0,0,3.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,262.0,180.0,360.0,2022
8,D,60.0,53.0,7.0,1.0,60,1.0,1.0,0.0,1,67,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,57.0,71.0,0.0,240.0,2022
2,D,97.0,38.0,5.0,1.0,87,1.0,1.0,1.0,1,26,1,0.0,0,3.0,1.0,1,2.0,7,1,0,1,1,1.0,0,1.0,0,97.0,121.0,0.0,240.0,2022
